VT("/net2") X,VT("/net2") Y,VT("/net7") X,VT("/net7") Y,VT("/net14") X,VT("/net14") Y,VT("/net039") X,VT("/net039") Y,VT("/net069") X,VT("/net069") Y
1.050012515625001e-05,0.7999993235889069,1.050012515625001e-05,1.062996149040506e-07,1.050012515625001e-05,0.7999960789994867,1.050012515625001e-05,5.183729306673434e-07,1.050012515625001e-05,0.7999968409171999
1.050025865625002e-05,0.799999326127096,1.050025865625002e-05,1.121051377757978e-07,1.050025865625002e-05,0.799998503093647,1.050025865625002e-05,4.993804895785541e-07,1.050025865625002e-05,0.799996814524469
1.050032540625002e-05,0.7999993363232043,1.050032540625002e-05,1.168414909801182e-07,1.050032540625002e-05,0.8000068088649975,1.050032540625002e-05,5.147731401815862e-07,1.050032540625002e-05,0.7999968321976431
1.050035878125002e-05,0.7999993498836857,1.050035878125002e-05,1.237049564324279e-07,1.050035878125002e-05,0.8000205308325591,1.050035878125002e-05,5.538675422571415e-07,1.050035878125002e-05,0.7999968983340555
1.050042553125003e-05,0.7999994676546982,1.050042553125003e-05,1.837088626246875e-07,1.050042553125003e-05,0.8001397017438415,1.050042553125003e-05,8.631038876389654e-07,1.050042553125003e-05,0.7999974252813439
1.050045163117362e-05,0.7999996312227999,1.050045163117362e-05,2.677260537976668e-07,1.050045163117362e-05,0.8003046118695729,1.050045163117362e-05,1.283364961651639e-06,1.050045163117362e-05,0.7999981255878513
1.050050383102081e-05,0.8000012246692165,1.050050383102081e-05,1.087806800661033e-06,1.050050383102081e-05,0.8021802732071932,1.050050383102081e-05,5.367082970844674e-06,1.050050383102081e-05,0.8000048651661102
1.05005171351457e-05,0.8000021733840192,1.05005171351457e-05,1.574771441424923e-06,1.05005171351457e-05,0.8036801362627072,1.05005171351457e-05,7.804457086412455e-06,1.05005171351457e-05,0.8000088941108103
1.050054374339546e-05,0.8000027900572447,1.050054374339546e-05,1.767879998765506e-06,1.050054374339546e-05,0.7975333049711207,1.050054374339546e-05,1.002385755714898e-05,1.050054374339546e-05,0.8000137572293459
1.050055565137305e-05,0.7999949944303124,1.050055565137305e-05,-2.824048044079559e-06,1.050055565137305e-05,0.7285838215471697,1.050055565137305e-05,-7.179750661537159e-06,1.050055565137305e-05,0.7999902942180744
1.050056098084285e-05,0.7999877690137966,1.050056098084285e-05,-7.249115852272686e-06,1.050056098084285e-05,0.671782044698817,1.050056098084285e-05,-2.293895344843845e-05,1.050056098084285e-05,0.7999687377592505
1.050057163978244e-05,0.7999745027063494,1.050057163978244e-05,-1.314638707650418e-05,1.050057163978244e-05,0.4688102383251552,1.050057163978244e-05,-5.733890159759225e-05,1.050057163978244e-05,0.7999155254284579
1.050057831879075e-05,0.7999880281535485,1.050057831879075e-05,-4.776738849716335e-07,1.050057831879075e-05,0.302786386776507,1.050057831879075e-05,-3.946461702655599e-05,1.050057831879075e-05,0.7999272699743105
1.050057974771459e-05,0.7999960535978068,1.050057974771459e-05,5.024240624971006e-06,1.050057974771459e-05,0.2682905962516286,1.050057974771459e-05,-2.509106145743157e-05,1.050057974771459e-05,0.799943268318447
1.050058260556226e-05,0.8000155334259011,1.050058260556226e-05,1.639630809638536e-05,1.050058260556226e-05,0.2053431694518254,1.050058260556226e-05,1.296975536861402e-05,1.050058260556226e-05,0.7999890068379255
1.050058328516248e-05,0.8000198123556416,1.050058328516248e-05,1.804188330293177e-05,1.050058328516248e-05,0.1919909190784318,1.050058328516248e-05,2.233504188565643e-05,1.050058328516248e-05,0.8000011034176658
1.050058464436292e-05,0.8000234278269118,1.050058464436292e-05,1.557229610203693e-05,1.050058464436292e-05,0.1658900059753909,1.050058464436292e-05,3.389290071355079e-05,1.050058464436292e-05,0.8000183978884091
1.050058729453692e-05,0.8000114696999783,1.050058729453692e-05,-1.40559764570012e-06,1.050058729453692e-05,0.1140928307022229,1.050058729453692e-05,2.354902341035965e-05,1.050058729453692e-05,0.800014729946785
1.050059003306543e-05,0.8000000104926325,1.050059003306543e-05,-5.542309000013641e-06,1.050059003306543e-05,0.06633967339443161,1.050059003306543e-05,8.676899859370133e-06,1.050059003306543e-05,0.8000015187758952
1.050059453815029e-05,0.8000107018458633,1.050059453815029e-05,1.003337375097714e-05,1.050059453815029e-05,0.02419228519359159,1.050059453815029e-05,2.836809920214453e-05,1.050059453815029e-05,0.8000272635153581
1.050059851481838e-05,0.8000226659153955,1.050059851481838e-05,1.465016202331099e-05,1.050059851481838e-05,0.0133652656857951,1.050059851481838e-05,5.128085489639736e-05,1.050059851481838e-05,0.8000595287774943
1.05006040824973e-05,0.8000273515742327,1.05006040824973e-05,1.33510463696965e-05,1.05006040824973e-05,0.01017246674415793,1.05006040824973e-05,6.688576053082478e-05,1.05006040824973e-05,0.8000885621590256
1.050061127499825e-05,0.8000278127239395,1.050061127499825e-05,1.349326022306758e-05,1.050061127499825e-05,0.01231306443006073,1.050061127499825e-05,7.654674079090579e-05,1.050061127499825e-05,0.8001130885859392
1.050062264423736e-05,0.8000224423388442,1.050062264423736e-05,1.047244017980364e-05,1.050062264423736e-05,0.01104409650174459,1.050062264423736e-05,6.975108311247906e-05,1.050062264423736e-05,0.8001175603418332
1.05006349081432e-05,0.7999518247915761,1.05006349081432e-05,-3.321748417624978e-05,1.05006349081432e-05,0.007773944308836512,1.05006349081432e-05,-8.209951934839922e-05,1.05006349081432e-05,0.7999210795185742
1.050064459021079e-05,0.7999147864896249,1.050064459021079e-05,-4.410910260104788e-05,1.050064459021079e-05,0.00442288712197873,1.050064459021079e-05,-0.0001919259316247279,1.050064459021079e-05,0.7997431654331455
1.050064556603088e-05,0.799917511915396,1.050064556603088e-05,-3.752655365797405e-05,1.050064556603088e-05,0.00400652147413132,1.050064556603088e-05,-0.0001935283657876297,1.050064556603088e-05,0.7997338149663071
1.050064751767106e-05,0.7999397441348999,1.050064751767106e-05,-1.364046819163583e-05,1.050064751767106e-05,0.003471519176135702,1.050064751767106e-05,-0.0001657247294251415,1.050064751767106e-05,0.7997519562613997
1.050065142095143e-05,0.8000151684708185,1.050065142095143e-05,3.536619407716013e-05,1.050065142095143e-05,0.003231064839009859,1.050065142095143e-05,-3.58344240541353e-05,1.050065142095143e-05,0.7998912519714624
1.050065498909777e-05,0.8000888900200234,1.050065498909777e-05,6.953471105212868e-05,1.050065498909777e-05,0.003306626920056646,1.050065498909777e-05,0.000120372478486035,1.050065498909777e-05,0.8000875233701933
1.050065872409013e-05,0.800166072417047,1.050065872409013e-05,0.0001018594790276048,1.050065872409013e-05,0.004493637085497457,1.050065872409013e-05,0.0003084940504396122,1.050065872409013e-05,0.8003452733187719
1.050066010912696e-05,0.8001786926795924,1.050066010912696e-05,9.856029483097827e-05,1.050066010912696e-05,0.005312804538001855,1.050066010912696e-05,0.0003556551975091605,1.050066010912696e-05,0.800421300099099
1.050066287920063e-05,0.8001400384838568,1.050066287920063e-05,4.170867567808625e-05,1.050066287920063e-05,0.006564160491820057,1.050066287920063e-05,0.0003390959896538462,1.050066287920063e-05,0.8004500186873477
1.050066358591142e-05,0.8001228849927542,1.050066358591142e-05,2.820482457316993e-05,1.050066358591142e-05,0.006728094564734951,1.050066358591142e-05,0.0003186615160783138,1.050066358591142e-05,0.800436359650057
1.0500664999333e-05,0.8000940791127606,1.0500664999333e-05,1.59748472326577e-05,1.0500664999333e-05,0.006963507320158419,1.0500664999333e-05,0.0002804452019222819,1.0500664999333e-05,0.8004066136057559
1.050066678308893e-05,0.8000655617178901,1.050066678308893e-05,8.883030176219856e-06,1.050066678308893e-05,0.007097954277162336,1.050066678308893e-05,0.0002352056328773825,1.050066678308893e-05,0.8003656428583928
1.050066993993573e-05,0.8000291194328331,1.050066993993573e-05,1.490168994602484e-06,1.050066993993573e-05,0.006922609410211045,1.050066993993573e-05,0.0001589147086631157,1.050066993993573e-05,0.8002848618450012
1.050067234566648e-05,0.8000191208354616,1.050067234566648e-05,5.575157115411714e-06,1.050067234566648e-05,0.006635600808138903,1.050067234566648e-05,0.0001234665474836929,1.050067234566648e-05,0.8002420823572224
1.050067715712797e-05,0.7999971795525923,1.050067715712797e-05,-4.767527571241585e-06,1.050067715712797e-05,0.005807137855190115,1.050067715712797e-05,4.915581340676245e-05,1.050067715712797e-05,0.8001446822001648
1.050068240159102e-05,0.7999428781271674,1.050068240159102e-05,-3.874125904240835e-05,1.050068240159102e-05,0.004731519554064214,1.050068240159102e-05,-8.392752593431968e-05,1.050068240159102e-05,0.7999635939249465
1.050068388659713e-05,0.7999329519552109,1.050068388659713e-05,-3.875110988712174e-05,1.050068388659713e-05,0.004418743929475822,1.050068388659713e-05,-0.000114057530514729,1.050068388659713e-05,0.7999163913149073
1.050068685660934e-05,0.7999324316076397,1.050068685660934e-05,-2.80176657112162e-05,1.050068685660934e-05,0.003866690183590655,1.050068685660934e-05,-0.0001398997770541055,1.050068685660934e-05,0.7998603493090086
1.050069051534743e-05,0.7999170896526531,1.050069051534743e-05,-4.383245035689968e-05,1.050069051534743e-05,0.003203479033674894,1.050069051534743e-05,-0.0001887339976122137,1.050069051534743e-05,0.7997762931834724
1.050069340684796e-05,0.7998915074210061,1.050069340684796e-05,-6.167724672272028e-05,1.050069340684796e-05,0.002702189284141139,1.050069340684796e-05,-0.0002490533364290191,1.050069340684796e-05,0.7996830255222452
1.050069794712837e-05,0.7998773582541007,1.050069794712837e-05,-5.747616335180532e-05,1.050069794712837e-05,0.002105737292833403,1.050069794712837e-05,-0.0003013284325833308,1.050069794712837e-05,0.7995791755727788
1.050070198220555e-05,0.7998802926053914,1.050070198220555e-05,-5.252975569476057e-05,1.050070198220555e-05,0.001703800605430408,1.050070198220555e-05,-0.000314863730568454,1.050070198220555e-05,0.7995295179997245
1.050070694645734e-05,0.7999320785388475,1.050070694645734e-05,-1.495620183867871e-05,1.050070694645734e-05,0.001371955440121358,1.050070694645734e-05,-0.0002327111095324198,1.050070694645734e-05,0.7995948251891715
1.050070810562065e-05,0.7999460185210169,1.050070810562065e-05,-9.055839855337711e-06,1.050070810562065e-05,0.001308272091544843,1.050070810562065e-05,-0.0002050310055746047,1.050070810562065e-05,0.7996245550056444
1.050071042394728e-05,0.7999674058606926,1.050071042394728e-05,-4.924220362907502e-06,1.050071042394728e-05,0.001184557809871869,1.050071042394728e-05,-0.0001551993332249083,1.050071042394728e-05,0.7996831568602548
1.050071341875452e-05,0.800000668375612,1.050071341875452e-05,1.16473840573431e-05,1.050071341875452e-05,0.001056342324779678,1.050071341875452e-05,-7.580063320757206e-05,1.050071341875452e-05,0.7997825442727721
1.050071777215815e-05,0.8000487952023658,1.050071777215815e-05,3.515609064370772e-05,1.050071777215815e-05,0.0009037506348333498,1.050071777215815e-05,4.853245020876931e-05,1.050071777215815e-05,0.7999523432353091
1.050072158664997e-05,0.8000695473012415,1.050072158664997e-05,3.720468900888404e-05,1.050072158664997e-05,0.0007669857324481393,1.050072158664997e-05,0.0001227387634208288,1.050072158664997e-05,0.8000718487374365
1.050072586357385e-05,0.800078220063812,1.050072586357385e-05,3.588447406791905e-05,1.050072586357385e-05,0.0006352746292918965,1.050072586357385e-05,0.0001753230364842142,1.050072586357385e-05,0.800174169165648
1.050073122642252e-05,0.8000793994175481,1.050073122642252e-05,3.522566848179137e-05,1.050073122642252e-05,0.0005173977854987284,1.050073122642252e-05,0.0002070907086552216,1.050073122642252e-05,0.8002562730552526
1.050073245892411e-05,0.8000776803028551,1.050073245892411e-05,3.423986415522105e-05,1.050073245892411e-05,0.0004961779516275383,1.050073245892411e-05,0.0002083314020824429,1.050073245892411e-05,0.800267084274174
1.050073492392728e-05,0.8000633128613669,1.050073492392728e-05,2.233956308584908e-05,1.050073492392728e-05,0.0004396449085546804,1.050073492392728e-05,0.0001893856430534057,1.050073492392728e-05,0.8002621900634498
1.050073837840695e-05,0.8000362286723116,1.050073837840695e-05,6.953703715819421e-06,1.050073837840695e-05,0.0003616725597276641,1.050073837840695e-05,0.0001411983389058956,1.050073837840695e-05,0.800221460497186
1.050073929306187e-05,0.8000262609242093,1.050073929306187e-05,7.863265300450447e-07,1.050073929306187e-05,0.000341484958561354,1.050073929306187e-05,0.0001218513734828033,1.050073929306187e-05,0.800201359553368
1.050074112237171e-05,0.8000090462657767,1.050074112237171e-05,-6.72467947470044e-06,1.050074112237171e-05,0.0003066532169837642,1.050074112237171e-05,8.455976431598138e-05,1.050074112237171e-05,0.800159565020483
1.050074364195884e-05,0.7999910651541516,1.050074364195884e-05,-1.194587207553881e-05,1.050074364195884e-05,0.0002706912196747276,1.050074364195884e-05,3.870779375904263e-05,1.050074364195884e-05,0.8001031048951086
1.050074466438214e-05,0.799984006053753,1.050074466438214e-05,-1.479825246820914e-05,1.050074466438214e-05,0.0002587555679798218,1.050074466438214e-05,1.95891347937455e-05,1.050074466438214e-05,0.8000783192846674
1.050074670922876e-05,0.7999715436712177,1.050074670922876e-05,-1.943270827547596e-05,1.050074670922876e-05,0.000239071984600818,1.050074670922876e-05,-1.645515361769218e-05,1.050074670922876e-05,0.8000293859684674
1.050074993116172e-05,0.7999613632416631,1.050074993116172e-05,-1.948874711092824e-05,1.050074993116172e-05,0.0002200436273378134,1.050074993116172e-05,-5.701492128492584e-05,1.050074993116172e-05,0.7999668553860078
1.050075103217071e-05,0.7999594272300528,1.050075103217071e-05,-1.952924815591092e-05,1.050075103217071e-05,0.0002152702060492164,1.050075103217071e-05,-6.745762738301631e-05,1.050075103217071e-05,0.7999490583056424
1.050075323418869e-05,0.7999605307700828,1.050075323418869e-05,-1.618057818228299e-05,1.050075323418869e-05,0.0002120098972290266,1.050075323418869e-05,-7.854062788957711e-05,1.050075323418869e-05,0.7999244849498814
1.050075719823106e-05,0.799991152580299,1.050075719823106e-05,8.956259231244561e-06,1.050075719823106e-05,0.0002273757749610344,1.050075719823106e-05,-3.846528493671809e-05,1.050075719823106e-05,0.7999544463218864
1.050076062299993e-05,0.8000281241984374,1.050076062299993e-05,2.866220746977161e-05,1.050076062299993e-05,0.0002350032422664571,1.050076062299993e-05,3.034007921531572e-05,1.050076062299993e-05,0.8000306249510531
1.050076512742247e-05,0.8000291452256754,1.050076512742247e-05,1.310774346276537e-05,1.050076512742247e-05,0.0001903945977868777,1.050076512742247e-05,5.168919459439943e-05,1.050076512742247e-05,0.8000640729569058
1.050077063059124e-05,0.7999932690279113,1.050077063059124e-05,-1.454014175782121e-05,1.050077063059124e-05,0.0001208656289897575,1.050077063059124e-05,4.743696798073791e-06,1.050077063059124e-05,0.8000182024007969
1.050077576156439e-05,0.7999695926745348,1.050077576156439e-05,-2.084430512515531e-05,1.050077576156439e-05,9.554623554442219e-05,1.050077576156439e-05,-4.565618118143473e-05,1.050077576156439e-05,0.7999524084928475
1.050078320974536e-05,0.7999774806961459,1.050078320974536e-05,-3.772907069669986e-06,1.050078320974536e-05,0.0001063450890424852,1.050078320974536e-05,-5.676968775558866e-05,1.050078320974536e-05,0.7999191858468799
1.050078501710537e-05,0.7999847342914435,1.050078501710537e-05,-3.408282659113733e-07,1.050078501710537e-05,0.0001089059898133361,1.050078501710537e-05,-4.657527670516067e-05,1.050078501710537e-05,0.7999279227144513
1.05007886318254e-05,0.8000050248759777,1.05007886318254e-05,1.008246651605736e-05,1.05007886318254e-05,0.0001179538714789272,1.05007886318254e-05,-1.013030369596892e-05,1.05007886318254e-05,0.7999676020555058
1.050079043918541e-05,0.8000120312215054,1.050079043918541e-05,1.152399638590867e-05,1.050079043918541e-05,0.0001200853722853628,1.050079043918541e-05,6.241251663858552e-06,1.050079043918541e-05,0.7999881206128081
1.050079405390544e-05,0.800020004464278,1.050079405390544e-05,1.13586208921022e-05,1.050079405390544e-05,0.0001205752859212816,1.050079405390544e-05,3.169687149747565e-05,1.050079405390544e-05,0.8000240638884305
1.050079816212453e-05,0.8000335874961118,1.050079816212453e-05,1.934196194883725e-05,1.050079816212453e-05,0.0001271235659484636,1.050079816212453e-05,6.831222023135126e-05,1.050079816212453e-05,0.8000761151774419
1.050080381617936e-05,0.8000407090391082,1.050080381617936e-05,1.983147183698444e-05,1.050080381617936e-05,0.0001264194612533776,1.050080381617936e-05,9.820290416254275e-05,1.050080381617936e-05,0.8001287727484905
1.050080954680094e-05,0.8000389870105619,1.050080954680094e-05,1.744510193078912e-05,1.050080954680094e-05,0.0001190990616561024,1.050080954680094e-05,0.0001061123696249648,1.050080954680094e-05,0.8001541856378961
1.050081568732419e-05,0.8000309538296617,1.050081568732419e-05,1.337320581994484e-05,1.050081568732419e-05,0.0001075425263630752,1.050081568732419e-05,9.526463263667452e-05,1.050081568732419e-05,0.8001538693625934
1.050082185275991e-05,0.8000044957263388,1.050082185275991e-05,-3.049818848429435e-06,1.050082185275991e-05,8.124131433321773e-05,1.050082185275991e-05,4.145336803479166e-05,1.050082185275991e-05,0.8000927610635691
1.050082931825773e-05,0.7999519615155037,1.050082931825773e-05,-3.150859871398447e-05,1.050082931825773e-05,3.344167041491473e-05,1.050082931825773e-05,-7.828514904334582e-05,1.050082931825773e-05,0.7999335338859774
1.050083145773861e-05,0.7999461306950888,1.050083145773861e-05,-2.919305268415102e-05,1.050083145773861e-05,2.820988450349105e-05,1.050083145773861e-05,-0.000100950525970154,1.050083145773861e-05,0.7998955616410108
1.050083573670036e-05,0.799952049330491,1.050083573670036e-05,-1.682477573453922e-05,1.050083573670036e-05,3.165297210008413e-05,1.050083573670036e-05,-0.0001134746038096324,1.050083573670036e-05,0.7998567708246284
1.050083700044659e-05,0.7999517909428254,1.050083700044659e-05,-1.916482544696463e-05,1.050083700044659e-05,3.01351881650699e-05,1.050083700044659e-05,-0.0001179581755440324,1.050083700044659e-05,0.7998461424149623
1.050083952793905e-05,0.7999482268195791,1.050083952793905e-05,-2.552600020266942e-05,1.050083952793905e-05,2.47935722916985e-05,1.050083952793905e-05,-0.0001298777011966996,1.050083952793905e-05,0.7998223899581643
1.050084258214191e-05,0.7999495130348406,1.050084258214191e-05,-2.335463732234386e-05,1.050084258214191e-05,2.446145109602963e-05,1.050084258214191e-05,-0.000133014468925821,1.050084258214191e-05,0.7998065449242479
1.050084869054762e-05,0.7999776621202286,1.050084869054762e-05,-1.546395159877074e-06,1.050084869054762e-05,4.563625741924242e-05,1.050084869054762e-05,-8.514662986422135e-05,1.050084869054762e-05,0.7998459506643707
1.050085281318805e-05,0.7999956305084817,1.050085281318805e-05,4.451098259043501e-06,1.050085281318805e-05,5.799857965829702e-05,1.050085281318805e-05,-4.412686981295949e-05,1.050085281318805e-05,0.799894188591239
1.050085432055072e-05,0.7999953058825637,1.050085432055072e-05,-1.638516889444813e-06,1.050085432055072e-05,5.610893620526085e-05,1.050085432055072e-05,-3.851465865519963e-05,1.050085432055072e-05,0.7999038356439637
1.050085733527607e-05,0.7999849271357281,1.050085733527607e-05,-1.3644402986088e-05,1.050085733527607e-05,4.593478827000206e-05,1.050085733527607e-05,-4.675121976724128e-05,1.050085733527607e-05,0.7998993002286158
1.050086106540589e-05,0.7999854262106054,1.050086106540589e-05,-5.494026613361951e-06,1.050086106540589e-05,4.783120075196102e-05,1.050086106540589e-05,-4.16393935610549e-05,1.050086106540589e-05,0.7999064225757601
1.050086494083507e-05,0.8000030655531939,1.050086494083507e-05,8.734147642309707e-06,1.050086494083507e-05,6.237508693363134e-05,1.050086494083507e-05,-7.166290697981125e-06,1.050086494083507e-05,0.7999499163085005
1.050086909175114e-05,0.8000305278815453,1.050086909175114e-05,2.275056337864294e-05,1.050086909175114e-05,8.288574814790331e-05,1.050086909175114e-05,4.97827158659658e-05,1.050086909175114e-05,0.800025996484095
1.050087513495451e-05,0.8000674409650287,1.050087513495451e-05,3.89912450530523e-05,1.050087513495451e-05,0.0001097767767303155,1.050087513495451e-05,0.0001407280715692871,1.050087513495451e-05,0.8001596626358822
1.050087679179363e-05,0.8000758298985715,1.050087679179363e-05,4.172729811541269e-05,1.050087679179363e-05,0.0001156948311854095,1.050087679179363e-05,0.000165131737214992,1.050087679179363e-05,0.8001984269121806
1.050088010547187e-05,0.8000688492206991,1.050088010547187e-05,2.825915379976279e-05,1.050088010547187e-05,0.0001075919170242996,1.050088010547187e-05,0.0001717885299432267,1.050088010547187e-05,0.800228369665804
1.050088440010045e-05,0.8000383718191546,1.050088440010045e-05,7.283381620436013e-06,1.050088440010045e-05,8.166708090793915e-05,1.050088440010045e-05,0.0001304279101096513,1.050088440010045e-05,0.8002010681893346
1.05008858378916e-05,0.8000316996384447,1.05008858378916e-05,7.210516120004047e-06,1.05008858378916e-05,7.66990704889728e-05,1.05008858378916e-05,0.0001175725487372822,1.05008858378916e-05,0.8001890291109424
1.05008887134739e-05,0.8000235168880306,1.05008887134739e-05,9.212532663445813e-06,1.05008887134739e-05,7.048346461070049e-05,1.05008887134739e-05,9.630039257464273e-05,1.05008887134739e-05,0.8001665992021972
1.050089240806826e-05,0.8000057112024234,1.050089240806826e-05,-1.198976333608344e-06,1.050089240806826e-05,5.445154366567045e-05,1.050089240806826e-05,5.377692378949041e-05,1.050089240806826e-05,0.8001166815873143
1.050089664040752e-05,0.7999758711744241,1.050089664040752e-05,-1.993598790289549e-05,1.050089664040752e-05,2.794214066793105e-05,1.050089664040752e-05,-1.576458144466288e-05,1.050089664040752e-05,0.800027527452716
1.050090117312519e-05,0.7999662516164807,1.050090117312519e-05,-1.690621019165212e-05,1.050090117312519e-05,1.971669140104073e-05,1.050090117312519e-05,-5.519903681732338e-05,1.050090117312519e-05,0.7999633720793976
1.050090248843254e-05,0.7999750319320384,1.050090248843254e-05,-4.312040797299916e-06,1.050090248843254e-05,2.770346917296938e-05,1.050090248843254e-05,-4.763848555419525e-05,1.050090248843254e-05,0.7999646004792029
1.050090511904723e-05,0.7999952001002587,1.050090511904723e-05,1.089172033474631e-05,1.050090511904723e-05,4.353908205713366e-05,1.050090511904723e-05,-2.119140157238964e-05,1.050090511904723e-05,0.7999854405734774
1.050090974262896e-05,0.7999968584323028,1.050090974262896e-05,-4.293235069960775e-06,1.050090974262896e-05,4.023207374416808e-05,1.050090974262896e-05,-1.606482575465804e-05,1.050090974262896e-05,0.7999872699200702
1.050091342312592e-05,0.7999814495366789,1.050091342312592e-05,-1.604490002394942e-05,1.050091342312592e-05,2.667223946595759e-05,1.050091342312592e-05,-4.116243743740423e-05,1.050091342312592e-05,0.799953506279925
1.050091913681279e-05,0.7999604167804718,1.050091913681279e-05,-2.120871970322401e-05,1.050091913681279e-05,1.039727237290701e-05,1.050091913681279e-05,-8.469939112802212e-05,1.050091913681279e-05,0.7998888957667074
1.050092736676547e-05,0.7999638686723073,1.050092736676547e-05,-1.354816130103555e-05,1.050092736676547e-05,1.263930978927044e-05,1.050092736676547e-05,-9.239616611280125e-05,1.050092736676547e-05,0.7998588997929263
1.050092951798641e-05,0.7999751058203499,1.050092951798641e-05,-4.635189199864365e-06,1.050092951798641e-05,2.165481669635797e-05,1.050092951798641e-05,-7.607812177962421e-05,1.050092951798641e-05,0.7998726515560669
1.050093382042829e-05,0.8000020797583439,1.050093382042829e-05,1.01621087151412e-05,1.050093382042829e-05,4.250867989328315e-05,1.050093382042829e-05,-2.527233803409477e-05,1.050093382042829e-05,0.7999295873725196
1.050093537412381e-05,0.8000085071921003,1.050093537412381e-05,9.821243923709969e-06,1.050093537412381e-05,4.674592604276184e-05,1.050093537412381e-05,-8.905631031559546e-06,1.050093537412381e-05,0.7999511606484628
1.0500938329197e-05,0.8000158431402136,1.0500938329197e-05,9.395461795569955e-06,1.0500938329197e-05,5.170945586076952e-05,1.0500938329197e-05,1.505202477652067e-05,1.0500938329197e-05,0.7999856165280561
1.050094221985742e-05,0.8000292840985496,1.050094221985742e-05,1.820795533561204e-05,1.050094221985742e-05,6.294399551173552e-05,1.050094221985742e-05,5.290149061599504e-05,1.050094221985742e-05,0.800040013729636
1.050094624190098e-05,0.8000384754569967,1.050094624190098e-05,2.092807331847383e-05,1.050094624190098e-05,6.991859586329708e-05,1.050094624190098e-05,8.341156581674843e-05,1.050094624190098e-05,0.8000896750187289
1.050095187379591e-05,0.8000371010961748,1.050095187379591e-05,1.544890379460565e-05,1.050095187379591e-05,6.769611854324127e-05,1.050095187379591e-05,9.716092898046594e-05,1.050095187379591e-05,0.800126732050771
1.05009536873751e-05,0.8000367393751601,1.05009536873751e-05,1.624633930822596e-05,1.05009536873751e-05,6.745345964777814e-05,1.05009536873751e-05,9.942539439618688e-05,1.05009536873751e-05,0.8001347712156338
1.050095731453348e-05,0.8000362654767016,1.050095731453348e-05,1.75575625588431e-05,1.050095731453348e-05,6.693401490002633e-05,1.050095731453348e-05,0.0001019816543902073,1.050095731453348e-05,0.8001471639769395
1.050096328440401e-05,0.8000198235449117,1.050096328440401e-05,5.997254516640243e-06,1.050096328440401e-05,5.219489640336553e-05,1.050096328440401e-05,7.258849749488772e-05,1.050096328440401e-05,0.8001227920572734
1.050096873130989e-05,0.7999849399021806,1.050096873130989e-05,-1.584628335815905e-05,1.050096873130989e-05,2.243850143309336e-05,1.050096873130989e-05,6.895639667775496e-07,1.050096873130989e-05,0.8000370888957153
1.050097410719845e-05,0.7999507774628066,1.050097410719845e-05,-3.067679757143295e-05,1.050097410719845e-05,-5.753483460676213e-06,1.050097410719845e-05,-8.293061854039418e-05,1.050097410719845e-05,0.7999216638777902
1.050097623940454e-05,0.7999474547056827,1.050097623940454e-05,-2.536338682394214e-05,1.050097623940454e-05,-7.749666500822194e-06,1.050097623940454e-05,-0.0001021194667576886,1.050097623940454e-05,0.7998871842505992
1.050097711925942e-05,0.7999491103178836,1.050097711925942e-05,-2.186601068897943e-05,1.050097711925942e-05,-6.260239861160032e-06,1.050097711925942e-05,-0.0001045578695195335,1.050097711925942e-05,0.7998791974141001
1.05009788789692e-05,0.799951478150722,1.05009788789692e-05,-1.959445747208051e-05,1.05009788789692e-05,-4.891934205280455e-06,1.05009788789692e-05,-0.0001092561255611695,1.05009788789692e-05,0.7998646963631302
1.050098173435666e-05,0.7999523647526666,1.050098173435666e-05,-2.047293033309408e-05,1.050098173435666e-05,-5.428086264914585e-06,1.050098173435666e-05,-0.0001176051761359251,1.050098173435666e-05,0.7998424992742794
1.050098539508145e-05,0.7999488810261443,1.050098539508145e-05,-2.484036499782022e-05,1.050098539508145e-05,-9.489617944877851e-06,1.050098539508145e-05,-0.0001306908764297672,1.050098539508145e-05,0.7998134708272174
1.050098852139101e-05,0.7999532732500478,1.050098852139101e-05,-2.006957931853765e-05,1.050098852139101e-05,-5.875259150042453e-06,1.050098852139101e-05,-0.0001271764760487398,1.050098852139101e-05,0.7998064730565941
1.050099477401012e-05,0.7999858262031165,1.050099477401012e-05,2.487118440730126e-06,1.050099477401012e-05,2.080927895491508e-05,1.050099477401012e-05,-6.790079620295579e-05,1.050099477401012e-05,0.7998636306517446
1.050099738700506e-05,0.799995789174325,1.050099738700506e-05,3.93059413088142e-06,1.050099738700506e-05,2.805183056745456e-05,1.050099738700506e-05,-4.315267083302999e-05,1.050099738700506e-05,0.7998943296043571
1.0501e-05,0.7999894340445436,1.0501e-05,-9.615134500302157e-06,1.0501e-05,2.120907114777389e-05,1.0501e-05,-4.383277245758911e-05,1.0501e-05,0.7998991537350809
1.050100326814653e-05,0.7999867807518694,1.050100326814653e-05,-8.483782863628915e-06,1.050100326814653e-05,4.132047976350647e-05,1.050100326814653e-05,-4.289696333684254e-05,1.050100326814653e-05,0.7999028694260212
1.050100427538119e-05,0.7999863753278132,1.050100427538119e-05,-7.722231779092004e-06,1.050100427538119e-05,4.423950393478155e-05,1.050100427538119e-05,-4.210308016813697e-05,1.050100427538119e-05,0.7999045029971579
1.050100628985053e-05,0.7999905767660692,1.050100628985053e-05,-1.807297651884734e-06,1.050100628985053e-05,4.346864606125419e-05,1.050100628985053e-05,-3.285439193802264e-05,1.050100628985053e-05,0.7999162966298178
