VT("/net14") X,VT("/net14") Y,VT("/I0/net18") X,VT("/I0/net18") Y,VT("/net16") X,VT("/net16") Y,VT("/net17") X,VT("/net17") Y
7.500025031249999e-06,0.8000007636617782,7.500025031249999e-06,0.79999966106096,7.500025031249999e-06,0.7999997058493455,7.500025031249999e-06,0.7999996544357632
7.500058406249998e-06,0.8000030008311018,7.500058406249998e-06,0.7999994416449847,7.500058406249998e-06,0.7999997042381899,7.500058406249998e-06,0.7999996515371391
7.500125156249996e-06,0.7999960797198513,7.500125156249996e-06,0.7999994634007672,7.500125156249996e-06,0.7999996935887805,7.500125156249996e-06,0.7999996403111769
7.500258656249991e-06,0.7999985035400041,7.500258656249991e-06,0.7999994745818321,7.500258656249991e-06,0.7999996974305816,7.500258656249991e-06,0.7999996447391121
7.500325406249988e-06,0.8000068093100601,7.500325406249988e-06,0.7999994660445061,7.500325406249988e-06,0.7999997006509122,7.500325406249988e-06,0.7999996486488594
7.500358781249987e-06,0.8000205312810198,7.500358781249987e-06,0.7999994859642174,7.500358781249987e-06,0.7999997038032117,7.500358781249987e-06,0.7999996534034166
7.500425531249985e-06,0.8001397021592274,7.500425531249985e-06,0.7999996129463912,7.500425531249985e-06,0.7999997329684975,7.500425531249985e-06,0.7999996960520434
7.500451631173588e-06,0.8003046122303125,7.500451631173588e-06,0.799999828715474,7.500451631173588e-06,0.7999997746564648,7.500451631173588e-06,0.7999997560724607
7.500503831020793e-06,0.802180272856198,7.500503831020793e-06,0.800002269549554,7.500503831020793e-06,0.8000001831913818,7.500503831020793e-06,0.8000003423633935
7.50051712510546e-06,0.8036788390599182,7.50051712510546e-06,0.8000049418296092,7.50051712510546e-06,0.8000004252274548,7.50051712510546e-06,0.8000006902524436
7.500543713274795e-06,0.7976035499994454,7.500543713274795e-06,0.7999740842584253,7.500543713274795e-06,0.8000004704139029,7.500543713274795e-06,0.800000821329913
7.500555635648301e-06,0.7287446813945818,7.500555635648301e-06,0.7996563496768148,7.500555635648301e-06,0.7999979652612027,7.500555635648301e-06,0.7999975131410831
7.500560963628496e-06,0.672048915886189,7.500560963628496e-06,0.7993490385108322,7.500560963628496e-06,0.7999955486780612,7.500560963628496e-06,0.7999943440556415
7.500571619588885e-06,0.469296555050486,7.500571619588885e-06,0.7985907612321194,7.500571619588885e-06,0.7999925412816039,7.500571619588885e-06,0.7999899553629964
7.500578286614515e-06,0.3035631109823463,7.500578286614515e-06,0.7989861605643658,7.500578286614515e-06,0.7999998733425551,7.500578286614515e-06,0.7999986932525236
7.500579716108895e-06,0.2690199843471121,7.500579716108895e-06,0.7993365497483519,7.500579716108895e-06,0.8000030260321767,7.500579716108895e-06,0.8000026710799782
7.500582575097655e-06,0.2059477723990996,7.500582575097655e-06,0.8002739730490733,7.500582575097655e-06,0.800009555049204,7.500582575097655e-06,0.8000111593404017
7.500583256959115e-06,0.1925351159346613,7.500583256959115e-06,0.8005286412818743,7.500583256959115e-06,0.800010544267147,7.500583256959115e-06,0.8000125608830468
7.500584620682035e-06,0.1663560546219341,7.500584620682035e-06,0.8009693374423956,7.500584620682035e-06,0.8000093512018077,7.500584620682035e-06,0.8000116295288298
7.500587282583715e-06,0.1143549489412517,7.500587282583715e-06,0.8012941101643162,7.500587282583715e-06,0.7999998364198309,7.500587282583715e-06,0.8000004928397884
7.500590013854653e-06,0.06666641792433649,7.500590013854653e-06,0.8020390850949569,7.500590013854653e-06,0.7999970318888615,7.500590013854653e-06,0.7999962307158024
7.500594620010719e-06,0.02385540197135555,7.500594620010719e-06,0.8050310230374881,7.500594620010719e-06,0.8000053350103431,7.500594620010719e-06,0.8000061822178279
7.500598592659155e-06,0.01291193156803939,7.500598592659155e-06,0.8076742927196046,7.500598592659155e-06,0.8000072320948352,7.500598592659155e-06,0.8000097364346046
7.500604523326868e-06,0.01106170793852763,7.500604523326868e-06,0.8106772831637993,7.500604523326868e-06,0.8000076421492849,7.500604523326868e-06,0.8000107770861922
7.500611043685097e-06,0.01047557915499665,7.500611043685097e-06,0.813928660831703,7.500611043685097e-06,0.8000044506674149,7.500611043685097e-06,0.8000067775284226
7.500617757298752e-06,0.01131383554550165,7.500617757298752e-06,0.8181685319484027,7.500617757298752e-06,0.8000065700295239,7.500617757298752e-06,0.8000095892734712
7.500620999100239e-06,0.01124459736434439,7.500620999100239e-06,0.8182549017276535,7.500620999100239e-06,0.8000043207047294,7.500620999100239e-06,0.800007379077336
7.500627482703214e-06,0.01029058191795054,7.500627482703214e-06,0.7854516124254484,7.500627482703214e-06,0.7999941638494338,7.500627482703214e-06,0.7999949396111362
7.500637122923875e-06,0.006865703708590414,7.500637122923875e-06,0.6146103397414528,7.500637122923875e-06,0.7999765771116163,7.500637122923875e-06,0.7999705279692346
7.500639699180296e-06,0.005591786558514157,7.500639699180296e-06,0.5438015847272666,7.500639699180296e-06,0.7999753685120272,7.500639699180296e-06,0.7999678319639296
7.500644851693139e-06,0.003636584743162255,7.500644851693139e-06,0.3894017183069199,7.500644851693139e-06,0.7999833469475368,7.500644851693139e-06,0.7999752418915435
7.500646363196207e-06,0.003429811115378465,7.500646363196207e-06,0.3451979246270838,7.500646363196207e-06,0.7999923789855722,7.500646363196207e-06,0.7999850011540396
7.500649386202343e-06,0.003429577519307987,7.500649386202343e-06,0.2622115205742969,7.500649386202343e-06,0.8000168367317844,7.500649386202343e-06,0.8000118770676306
7.500652153978155e-06,0.003304529444038355,7.500652153978155e-06,0.1887925750930036,7.500652153978155e-06,0.8000354215942277,7.500652153978155e-06,0.8000305066185879
7.500655499700991e-06,0.003403014352429297,7.500655499700991e-06,0.1087015306379133,7.500655499700991e-06,0.800056533189494,7.500655499700991e-06,0.8000547751198379
7.500656559625287e-06,0.003751873055667659,7.500656559625287e-06,0.08884944985353614,7.500656559625287e-06,0.8000628002430089,7.500656559625287e-06,0.8000649149063425
7.50065867947388e-06,0.004889087728652833,7.50065867947388e-06,0.0600573408207515,7.50065867947388e-06,0.8000639229291887,7.50065867947388e-06,0.8000766164506679
7.500659487439787e-06,0.005357193141678385,7.500659487439787e-06,0.05257457677809415,7.500659487439787e-06,0.8000559077826722,7.500659487439787e-06,0.8000725397060782
7.500661103371602e-06,0.006127259618439167,7.500661103371602e-06,0.04117660899171806,7.500661103371602e-06,0.8000269417581801,7.500661103371602e-06,0.8000495242848065
7.500663297341365e-06,0.006753768252372,7.500663297341365e-06,0.03011924638780778,7.500663297341365e-06,0.7999883971380066,7.500663297341365e-06,0.8000167522709219
7.500665581711399e-06,0.00706346918564863,7.500665581711399e-06,0.02333683449546951,7.500665581711399e-06,0.799972326521062,7.500665581711399e-06,0.8000033953934917
7.50066748920617e-06,0.007103805187577073,7.50066748920617e-06,0.01944486213695252,7.50066748920617e-06,0.7999781728048801,7.50066748920617e-06,0.8000013586613955
7.500671304195711e-06,0.006735375720458195,7.500671304195711e-06,0.01410343840692604,7.500671304195711e-06,0.8000049778554932,7.500671304195711e-06,0.8000049238724578
7.500674155756248e-06,0.006319067620178184,7.500674155756248e-06,0.01187708091452093,7.500674155756248e-06,0.8000120257850905,7.500674155756248e-06,0.800008142041714
7.500679556962385e-06,0.005255399414141806,7.500679556962385e-06,0.00944056964759365,7.500679556962385e-06,0.7999807466467278,7.500679556962385e-06,0.7999872012041701
7.500680737251448e-06,0.004999553043193996,7.500680737251448e-06,0.009000462624579236,7.500680737251448e-06,0.7999758427924046,7.500680737251448e-06,0.7999827503692134
7.500683097829575e-06,0.00451708720978306,7.500683097829575e-06,0.008361710036222936,7.500683097829575e-06,0.7999817462514381,7.500683097829575e-06,0.7999840344723774
7.500686329664968e-06,0.003929851113210811,7.500686329664968e-06,0.007956542894544151,7.500686329664968e-06,0.7999990786617497,7.500686329664968e-06,0.7999927783834572
7.500687346787539e-06,0.003756893989154088,7.500687346787539e-06,0.007911592340282618,7.500687346787539e-06,0.800004282169948,7.500687346787539e-06,0.7999953030728314
7.50068938103268e-06,0.003364776648708125,7.50068938103268e-06,0.00730846372365955,7.50068938103268e-06,0.8000000346851208,7.50068938103268e-06,0.7999867855965989
7.500692223904328e-06,0.002858135675400508,7.500692223904328e-06,0.006130301650278783,7.500692223904328e-06,0.7999972007684316,7.500692223904328e-06,0.7999804581564109
7.500696024002919e-06,0.002331244090374069,7.500696024002919e-06,0.004755580688164167,7.500696024002919e-06,0.7999974918775433,7.500696024002919e-06,0.7999822497729905
7.500700227832481e-06,0.001892543296818929,7.500700227832481e-06,0.003534474523514477,7.500700227832481e-06,0.799999871469747,7.500700227832481e-06,0.7999908059870692
7.500705595075702e-06,0.001448764296613062,7.500705595075702e-06,0.002376448135737554,7.500705595075702e-06,0.7999978106476557,7.500705595075702e-06,0.7999972999619258
7.500707843664232e-06,0.001301766855508593,7.500707843664232e-06,0.002008089011192292,7.500707843664232e-06,0.7999923916502276,7.500707843664232e-06,0.8000029039098804
7.500712340841292e-06,0.00107577321294959,7.500712340841292e-06,0.00156981104313708,7.500712340841292e-06,0.7999697815182187,7.500712340841292e-06,0.8000053070035817
7.500717501901872e-06,0.0008806448830313799,7.500717501901872e-06,0.001423115795134424,7.500717501901872e-06,0.7999933897742915,7.500717501901872e-06,0.8000005119544455
7.50071899212002e-06,0.0008209795187182342,7.50071899212002e-06,0.001363376812012331,7.50071899212002e-06,0.8000096533478909,7.50071899212002e-06,0.7999997749173483
7.500721972556315e-06,0.0007020016818033582,7.500721972556315e-06,0.001172952061682091,7.500721972556315e-06,0.8000297031504336,7.500721972556315e-06,0.7999999603967261
7.500726285023477e-06,0.0005814579623657016,7.500726285023477e-06,0.0009613100893713531,7.500726285023477e-06,0.8000380740110861,7.500726285023477e-06,0.8000100439367338
7.50073042207879e-06,0.0005037394453350841,7.50073042207879e-06,0.0008246365820833888,7.50073042207879e-06,0.8000275565610412,7.50073042207879e-06,0.8000179720132381
7.500734362515537e-06,0.0004219221394309573,7.500734362515537e-06,0.0005848458949494637,7.500734362515537e-06,0.8000073653967815,7.500734362515537e-06,0.8000105627009404
7.500735590775866e-06,0.0003970431991108355,7.500735590775866e-06,0.0004915991595624647,7.500735590775866e-06,0.8000006736995173,7.500735590775866e-06,0.8000071937781901
7.500738047296523e-06,0.0003629545411289176,7.500738047296523e-06,0.0003404530055619087,7.500738047296523e-06,0.7999980863368539,7.500738047296523e-06,0.8000080117014308
7.500742212405209e-06,0.0003109626919119793,7.500742212405209e-06,0.0001307337544096328,7.500742212405209e-06,0.7999951699321325,7.500742212405209e-06,0.8000021701199177
7.500746020378782e-06,0.0002623660904895758,7.500746020378782e-06,-2.321744742042022e-05,7.500746020378782e-06,0.7999892008166108,7.500746020378782e-06,0.7999927952517215
7.500747359941131e-06,0.000248434493435677,7.500747359941131e-06,-6.083384887894974e-05,7.500747359941131e-06,0.7999880264657541,7.500747359941131e-06,0.7999913295570793
7.500748029722305e-06,0.0002442977980694083,7.500748029722305e-06,-6.916724956530281e-05,7.500748029722305e-06,0.7999889303835682,7.500748029722305e-06,0.7999923444985959
7.500749369284654e-06,0.0002358748743459241,7.500749369284654e-06,-7.680172467118042e-05,7.500749369284654e-06,0.7999904408434617,7.500749369284654e-06,0.799993059525608
7.500752048409351e-06,0.000214841254735174,7.500752048409351e-06,-7.57342368109622e-05,7.500752048409351e-06,0.7999911283545199,7.500752048409351e-06,0.7999899366823755
7.500756199507975e-06,0.0001895801754991171,7.500756199507975e-06,9.100092924247806e-06,7.500756199507975e-06,0.7999931552294675,7.500756199507975e-06,0.7999882562494085
7.50075995280217e-06,0.0001833485041058458,7.50075995280217e-06,0.0001770157014384703,7.50075995280217e-06,0.7999988732165066,7.50075995280217e-06,0.7999954644942981
7.500764166921044e-06,0.0001797354679143168,7.500764166921044e-06,0.0003834687831242278,7.500764166921044e-06,0.8000031279327,7.500764166921044e-06,0.8000037038811643
7.500765524473164e-06,0.0001757894989035987,7.500765524473164e-06,0.0004430704921867179,7.500765524473164e-06,0.8000024000764073,7.500765524473164e-06,0.8000036869963901
7.500768239577403e-06,0.0001647535924613881,7.500768239577403e-06,0.0005472494243229242,7.500768239577403e-06,0.7999995975823482,7.500768239577403e-06,0.8000018586114831
7.500771663873447e-06,0.0001555707000343658,7.500771663873447e-06,0.0006327727357739939,7.500771663873447e-06,0.8000003816092631,7.500771663873447e-06,0.8000047334819853
7.500776532847862e-06,0.000146963618343445,7.500776532847862e-06,0.0005830249722092775,7.500776532847862e-06,0.800004692611392,7.500776532847862e-06,0.8000127959448019
7.500781053003227e-06,0.000131360774356281,7.500781053003227e-06,0.0003216308240993582,7.500781053003227e-06,0.8000025417581792,7.500781053003227e-06,0.8000119248821174
7.500782470517881e-06,0.0001109271880858945,7.500782470517881e-06,0.000138337755394606,7.500782470517881e-06,0.7999940184961628,7.500782470517881e-06,0.8000022401494332
7.50078530554719e-06,8.658304828090078e-05,7.50078530554719e-06,-0.0001748075727950654,7.50078530554719e-06,0.7999866879116382,7.50078530554719e-06,0.7999916270567726
7.500789067847209e-06,9.925193326039995e-05,7.500789067847209e-06,-0.0003563574201489836,7.500789067847209e-06,0.7999963964791402,7.500789067847209e-06,0.7999990091262733
7.500792573676298e-06,0.0001188562180082279,7.500792573676298e-06,-0.0003441342496814713,7.500792573676298e-06,0.8000043030258076,7.500792573676298e-06,0.8000065083274219
7.500796600346504e-06,0.0001412580152663499,7.500796600346504e-06,-0.0002131142787750213,7.500796600346504e-06,0.800013355644094,7.500796600346504e-06,0.8000166449656043
7.50080324307815e-06,0.0001629809857034254,7.50080324307815e-06,-4.999222022032639e-05,7.50080324307815e-06,0.8000244907525733,7.50080324307815e-06,0.800030812249068
7.500804703770589e-06,0.0001581788000264877,7.500804703770589e-06,-3.501334731113669e-05,7.500804703770589e-06,0.8000212025273779,7.500804703770589e-06,0.8000274919624104
7.500807625155467e-06,0.0001473008578124683,7.500807625155467e-06,-1.957011593351847e-05,7.500807625155467e-06,0.8000164679183968,7.500807625155467e-06,0.8000221794659841
7.500811838604562e-06,0.0001170553173116305,7.500811838604562e-06,-3.073882979483633e-05,7.500811838604562e-06,0.8000039890185748,7.500811838604562e-06,0.8000070059913542
7.500812973990355e-06,0.0001117501793594341,7.500812973990355e-06,-3.149927161457387e-05,7.500812973990355e-06,0.8000033111056705,7.500812973990355e-06,0.8000059670648986
7.500815244761942e-06,0.0001054056290244814,7.500815244761942e-06,-2.80639244397957e-05,7.500815244761942e-06,0.8000040340745422,7.500815244761942e-06,0.800006550529038
7.500818540099826e-06,9.001038114288222e-05,7.500818540099826e-06,-2.77253737920699e-05,7.500818540099826e-06,0.7999990162570402,7.500818540099826e-06,0.8000005022035813
7.500822377945184e-06,6.760832312569475e-05,7.500822377945184e-06,-2.89705227736373e-05,7.500822377945184e-06,0.7999909169716546,7.500822377945184e-06,0.7999904292394912
7.500827044707072e-06,4.278912577388743e-05,7.500827044707072e-06,-2.914981115490741e-05,7.500827044707072e-06,0.7999847674905379,7.500827044707072e-06,0.7999817500158116
7.500828486650346e-06,4.989191460524791e-05,7.500828486650346e-06,-1.192533055342755e-05,7.500828486650346e-06,0.7999931671349463,7.500828486650346e-06,0.7999910106447927
7.500831297356017e-06,6.609571275036208e-05,7.500831297356017e-06,1.735537469938448e-05,7.500831297356017e-06,0.8000042658766546,7.500831297356017e-06,0.8000043859581923
7.500835091872597e-06,6.953382361557536e-05,7.500835091872597e-06,1.865314882194922e-05,7.500835091872597e-06,0.8000022954334144,7.500835091872597e-06,0.800002946365246
7.50083853712739e-06,5.712930066036653e-05,7.50083853712739e-06,-1.209533777332903e-06,7.50083853712739e-06,0.7999955064777574,7.50083853712739e-06,0.7999941285827481
7.500843815105366e-06,3.599506344874119e-05,7.500843815105366e-06,-2.444436985774859e-05,7.500843815105366e-06,0.7999889147269232,7.500843815105366e-06,0.7999844570359915
7.500850698180754e-06,2.765296491004396e-05,7.500850698180754e-06,-2.090335352489859e-05,7.500850698180754e-06,0.7999896687030539,7.500850698180754e-06,0.799984611193951
7.500853084701819e-06,3.14074924826339e-05,7.500853084701819e-06,-1.123328225666475e-05,7.500853084701819e-06,0.799993004589147,7.500853084701819e-06,0.7999887579627023
7.500857857743949e-06,4.799086371863832e-05,7.500857857743949e-06,1.020996148910124e-05,7.500857857743949e-06,0.8000014560520097,7.500857857743949e-06,0.7999998680910538
7.500863005853517e-06,6.592093760526813e-05,7.500863005853517e-06,2.547189871643955e-05,7.500863005853517e-06,0.8000067143481275,7.500863005853517e-06,0.8000078861747307
7.500864241403001e-06,6.740390479292154e-05,7.500864241403001e-06,2.580793082960019e-05,7.500864241403001e-06,0.8000062689567964,7.500864241403001e-06,0.8000076474314627
7.50086671250197e-06,7.111507730457874e-05,7.50086671250197e-06,2.771540734476222e-05,7.50086671250197e-06,0.8000068508558468,7.50086671250197e-06,0.800008574259953
7.500871654699906e-06,8.373272799997095e-05,7.500871654699906e-06,3.767029927242121e-05,7.500871654699906e-06,0.8000118883947305,7.500871654699906e-06,0.8000149805224203
7.500876535470293e-06,8.214048925312564e-05,7.500876535470293e-06,3.387175437568749e-05,7.500876535470293e-06,0.8000087027068827,7.500876535470293e-06,0.8000115112286732
7.500878065669019e-06,8.272564414107071e-05,7.500878065669019e-06,3.436279383474712e-05,7.500878065669019e-06,0.8000094146182115,7.500878065669019e-06,0.8000122542774669
7.500881126066471e-06,8.386077245493015e-05,7.500881126066471e-06,3.564597570071768e-05,7.500881126066471e-06,0.8000105527145814,7.500881126066471e-06,0.8000136807572259
7.500884679231429e-06,8.057328742425413e-05,7.500884679231429e-06,3.287877984769815e-05,7.500884679231429e-06,0.8000085054864396,7.500884679231429e-06,0.8000117085218723
7.500886266421572e-06,7.639417783589431e-05,7.500886266421572e-06,2.913325338043654e-05,7.500886266421572e-06,0.8000059139579827,7.500886266421572e-06,0.8000089136271977
7.500889440801858e-06,6.671621196599349e-05,7.500889440801858e-06,2.155219709341894e-05,7.500889440801858e-06,0.8000015727189506,7.500889440801858e-06,0.8000039182001726
7.500894853433635e-06,4.224500752312855e-05,7.500894853433635e-06,3.661151478545678e-06,7.500894853433635e-06,0.7999925423489161,7.500894853433635e-06,0.7999924167672471
7.500899921847236e-06,1.170751732132204e-05,7.500899921847236e-06,-1.791328259869043e-05,7.500899921847236e-06,0.7999821947908901,7.500899921847236e-06,0.799978616658117
7.500902450549978e-06,6.397487312585085e-06,7.500902450549978e-06,-1.785156788811265e-05,7.500902450549978e-06,0.7999842516764207,7.500902450549978e-06,0.7999801533913444
7.500905823900022e-06,7.158075525420499e-06,7.500905823900022e-06,-1.245815813125897e-05,7.500905823900022e-06,0.7999882493565108,7.500905823900022e-06,0.7999843513102898
7.500910308674289e-06,3.999670401756082e-06,7.500910308674289e-06,-1.324848537217215e-05,7.500910308674289e-06,0.7999872031102754,7.500910308674289e-06,0.7999827086120468
7.500914189128393e-06,4.360351938911886e-06,7.500914189128393e-06,-1.1579295620953e-05,7.500914189128393e-06,0.7999886781333602,7.500914189128393e-06,0.7999838831058332
7.500918606018824e-06,1.382655743304547e-05,7.500918606018824e-06,-1.99319548915601e-06,7.500918606018824e-06,0.7999946397491674,7.500918606018824e-06,0.7999907712138044
7.500919949814468e-06,2.017578465363526e-05,7.500919949814468e-06,3.83754574316965e-06,7.500919949814468e-06,0.799997877554111,7.500919949814468e-06,0.7999947729699893
7.500922637405755e-06,3.267815175506265e-05,7.500922637405755e-06,1.411581183892384e-05,7.500922637405755e-06,0.8000027726086214,7.500922637405755e-06,0.800001217306005
7.500927155213927e-06,3.53505767908005e-05,7.500927155213927e-06,1.280050228928773e-05,7.500927155213927e-06,0.8000000647204895,7.500927155213927e-06,0.79999873622297
7.500931173898056e-06,2.600538229579197e-05,7.500931173898056e-06,2.510901494030715e-06,7.500931173898056e-06,0.7999938841853517,7.500931173898056e-06,0.7999912183242726
7.500934971100652e-06,3.494752542715326e-05,7.500934971100652e-06,1.23828175275279e-05,7.500934971100652e-06,0.8000003657130803,7.500934971100652e-06,0.7999987953640829
7.500936669770342e-06,4.23395556457675e-05,7.500936669770342e-06,1.999491290802313e-05,7.500936669770342e-06,0.800004663746539,7.500936669770342e-06,0.800004070270656
7.500939870511739e-06,5.892515993085709e-05,7.500939870511739e-06,3.441291066130611e-05,7.500939870511739e-06,0.8000117388782662,7.500939870511739e-06,0.8000134806558177
7.500945007015587e-06,8.69768560581188e-05,7.500945007015587e-06,5.434131135438316e-05,7.500945007015587e-06,0.8000205441397255,7.500945007015587e-06,0.8000261765716447
7.500949326879426e-06,0.0001001928901435686,7.500949326879426e-06,6.049276906443706e-05,7.500949326879426e-06,0.8000223207870061,7.500949326879426e-06,0.8000297088358373
7.50095086740665e-06,9.494790189427969e-05,7.50095086740665e-06,5.27437136393172e-05,7.50095086740665e-06,0.8000166397892703,7.50095086740665e-06,0.8000234203104093
7.500953948461098e-06,8.086791368308806e-05,7.500953948461098e-06,3.741440535028664e-05,7.500953948461098e-06,0.8000081565741236,7.500953948461098e-06,0.8000131507568433
7.500954956872241e-06,7.499663598540401e-05,7.500954956872241e-06,3.219254286695124e-05,7.500954956872241e-06,0.8000057671534067,7.500954956872241e-06,0.8000100521070072
7.500956973694528e-06,6.661724951313889e-05,7.500956973694528e-06,2.60991400117566e-05,7.500956973694528e-06,0.8000035357261827,7.500956973694528e-06,0.8000070068737928
7.500959715977741e-06,5.999488882093738e-05,7.500959715977741e-06,2.32518939597697e-05,7.500959715977741e-06,0.800003085123459,7.500959715977741e-06,0.8000062381115348
7.5009643655502e-06,4.025516960140128e-05,7.5009643655502e-06,9.328765509046546e-06,7.5009643655502e-06,0.7999958855216494,7.5009643655502e-06,0.7999972698334133
7.500968695833675e-06,1.485061139135358e-05,7.500968695833675e-06,-9.673809796649215e-06,7.500968695833675e-06,0.7999862197539465,7.500968695833675e-06,0.7999848865827265
7.500973495679713e-06,7.733695427545165e-06,7.500973495679713e-06,-9.653013097538249e-06,7.500973495679713e-06,0.7999887832763231,7.500973495679713e-06,0.7999866660217815
7.500974792219244e-06,1.670954346211824e-05,7.500974792219244e-06,1.235678040125174e-06,7.500974792219244e-06,0.7999964950494208,7.500974792219244e-06,0.7999954068108983
7.500977385298308e-06,3.166760696388821e-05,7.500977385298308e-06,1.657893867411977e-05,7.500977385298308e-06,0.8000047853539117,7.500977385298308e-06,0.8000055611255975
7.500982307741114e-06,2.604859905838969e-05,7.500982307741114e-06,7.042876524885281e-06,7.500982307741114e-06,0.799996155736022,7.500982307741114e-06,0.799995627357488
7.500986234011734e-06,1.26545114461564e-05,7.500986234011734e-06,-5.295988180432294e-06,7.500986234011734e-06,0.7999904548166379,7.500986234011734e-06,0.7999876010291552
7.500992163428492e-06,-1.166880967932802e-06,7.500992163428492e-06,-1.311710322389456e-05,7.500992163428492e-06,0.7999887729491325,7.500992163428492e-06,0.7999840209703429
7.501e-06,5.259462414113178e-06,7.501e-06,-3.326245276830597e-06,7.501e-06,0.7999943957907517,7.501e-06,0.7999908782558549
7.501001963727672e-06,3.620633284721007e-05,7.501001963727672e-06,5.024478582790067e-06,7.501001963727672e-06,0.7999984029162245,7.501001963727672e-06,0.7999961565817978
7.501005891183016e-06,5.614271589132101e-05,7.501005891183016e-06,1.914135048200997e-05,7.501005891183016e-06,0.8000050392470984,7.501005891183016e-06,0.8000054218537711
7.501011842860658e-06,5.358724186368574e-05,7.501011842860658e-06,3.001442307807504e-05,7.501011842860658e-06,0.8000091051097508,7.501011842860658e-06,0.8000117437751524
7.501017063701708e-06,5.530201749785917e-05,7.501017063701708e-06,3.50989072542631e-05,7.501017063701708e-06,0.8000110802761821,7.501017063701708e-06,0.8000144067558321
7.501023517804266e-06,5.800550505777135e-05,7.501023517804266e-06,3.224566432214403e-05,7.501023517804266e-06,0.800009111926805,7.501023517804266e-06,0.800012170447828
7.501025635978324e-06,6.115731432438906e-05,7.501025635978324e-06,3.348648829114343e-05,7.501025635978324e-06,0.8000103676989812,7.501025635978324e-06,0.8000135330130901
7.50102931993059e-06,5.941030963628657e-05,7.50102931993059e-06,3.098418350218396e-05,7.50102931993059e-06,0.8000087579888983,7.50102931993059e-06,0.8000119496725009
7.501034672400893e-06,4.49906816983424e-05,7.501034672400893e-06,1.854724716228557e-05,7.501034672400893e-06,0.8000012530273393,7.501034672400893e-06,0.8000036373896509
7.501039164893672e-06,2.411857239243683e-05,7.501039164893672e-06,1.955423786557629e-06,7.501039164893672e-06,0.7999928059564581,7.501039164893672e-06,0.7999930275493088
7.501045421874951e-06,-1.023460360486622e-05,7.501045421874951e-06,-2.240836422386909e-05,7.501045421874951e-06,0.7999817565170888,7.501045421874951e-06,0.799977965691099
7.501047543013736e-06,-1.48893926803961e-05,7.501047543013736e-06,-2.321036978687056e-05,7.501047543013736e-06,0.7999826213964788,7.501047543013736e-06,0.7999783105187543
7.501051785291304e-06,-1.040877682926324e-05,7.501051785291304e-06,-1.341589648622407e-05,7.501051785291304e-06,0.7999897828125266,7.501051785291304e-06,0.799986014424757
7.501052992691075e-06,-1.145290289082825e-05,7.501052992691075e-06,-1.408573289777663e-05,7.501052992691075e-06,0.7999889229786113,7.501052992691075e-06,0.7999849904436085
7.501055407490618e-06,-1.568070535341073e-05,7.501055407490618e-06,-1.797679947803262e-05,7.501055407490618e-06,0.7999861845398002,7.501055407490618e-06,0.7999814873718578
7.501058368066022e-06,-1.612708081774031e-05,7.501058368066022e-06,-1.745886128039199e-05,7.501058368066022e-06,0.7999871374562411,7.501058368066022e-06,0.7999820367528616
7.501064072382351e-06,2.715341839734368e-06,7.501064072382351e-06,1.14984607644356e-06,7.501064072382351e-06,0.7999982152563988,7.501064072382351e-06,0.7999951267630053
7.501065067030987e-06,7.002181771789569e-06,7.501065067030987e-06,4.66981334817792e-06,7.501065067030987e-06,0.7999997324993079,7.501065067030987e-06,0.7999971712917257
7.501067056328258e-06,1.52490863775768e-05,7.501067056328258e-06,1.080371901054766e-05,7.501067056328258e-06,0.8000021712425055,7.501067056328258e-06,0.8000005932584239
7.501071034922802e-06,1.923603475910666e-05,7.501071034922802e-06,1.062097746094402e-05,7.501071034922802e-06,0.8000003362004926,7.501071034922802e-06,0.7999990612402672
7.501074961498704e-06,9.075961858650779e-06,7.501074961498704e-06,-1.304563804280724e-06,7.501074961498704e-06,0.7999931587359012,7.501074961498704e-06,0.7999903943620765
7.501078427249984e-06,1.611339330425458e-05,7.501078427249984e-06,6.141811093708881e-06,7.501078427249984e-06,0.7999986528724871,7.501078427249984e-06,0.7999966818388157
7.501080063247991e-06,2.226225289293486e-05,7.501080063247991e-06,1.24134422697489e-05,7.501080063247991e-06,0.800002472287118,7.501080063247991e-06,0.8000012742199525
7.50108312085847e-06,3.65344983334631e-05,7.50108312085847e-06,2.488248507329707e-05,7.50108312085847e-06,0.8000088174505822,7.50108312085847e-06,0.8000095801329904
7.501087152888876e-06,6.10612546176575e-05,7.501087152888876e-06,4.383188456914852e-05,7.501087152888876e-06,0.8000177030508637,7.501087152888876e-06,0.8000218199673532
7.501091000273274e-06,7.916175474131817e-05,7.501091000273274e-06,5.508585413371805e-05,7.501091000273274e-06,0.8000220259332976,7.501091000273274e-06,0.8000284996060659
7.50109691250688e-06,7.705611482252051e-05,7.50109691250688e-06,4.514518492545399e-05,7.50109691250688e-06,0.80001414088476,7.50109691250688e-06,0.8000203470802336
7.501101664268125e-06,5.672069343548798e-05,7.501101664268125e-06,2.578989995523106e-05,7.501101664268125e-06,0.8000039934842826,7.501101664268125e-06,0.8000079005708516
7.501103506036306e-06,4.924416278224264e-05,7.501103506036306e-06,2.049338146500911e-05,7.501103506036306e-06,0.8000021546758473,7.501103506036306e-06,0.8000053236420218
7.501106573834295e-06,3.935221378218759e-05,7.501106573834295e-06,1.455121552119346e-05,7.501106573834295e-06,0.7999999875313676,7.501106573834295e-06,0.8000023803370382
