VT("/net14") X,VT("/net14") Y,VT("/I0/net18") X,VT("/I0/net18") Y,VT("/net16") X,VT("/net16") Y,VT("/net17") X,VT("/net17") Y
1.999902503125e-05,5.801632923208163e-07,1.999902503125e-05,4.119711193328023e-07,1.999902503125e-05,0.7999997686919421,1.999902503125e-05,0.7999997609657684
1.999905840625e-05,5.658474083450122e-07,1.999905840625e-05,4.067826619252189e-07,1.999905840625e-05,0.7999997767707603,1.999905840625e-05,0.7999997659454731
1.999912515625001e-05,5.720738121178182e-07,1.999912515625001e-05,4.22995015406958e-07,1.999912515625001e-05,0.799999784685411,1.999912515625001e-05,0.7999997776003714
1.999925865625002e-05,5.70574596514241e-07,1.999925865625002e-05,4.173107211385845e-07,1.999925865625002e-05,0.799999781140559,1.999925865625002e-05,0.7999997728927678
1.999932540625002e-05,5.627215101113364e-07,1.999932540625002e-05,4.109110313184975e-07,1.999932540625002e-05,0.7999997787002361,1.999932540625002e-05,0.7999997688338498
1.999935878125002e-05,5.520937672994626e-07,1.999935878125002e-05,4.043192702738845e-07,1.999935878125002e-05,0.7999997757914969,1.999935878125002e-05,0.7999997644171016
1.999942553125003e-05,4.633965210205922e-07,1.999942553125003e-05,3.459998643992612e-07,1.999942553125003e-05,0.7999997500556559,1.999942553125003e-05,0.799999725013263
1.999945364935705e-05,3.341843494023919e-07,1.999945364935705e-05,2.598040293326452e-07,1.999945364935705e-05,0.7999997121874952,1.999945364935705e-05,0.7999996670114582
1.999950988557109e-05,-8.541601799828152e-07,1.999950988557109e-05,-5.346974315805041e-07,1.999950988557109e-05,0.7999993636972426,1.999950988557109e-05,0.799999133379532
1.999952424555355e-05,-1.702054548507815e-06,1.999952424555355e-05,-1.112230196917497e-06,1.999952424555355e-05,0.7999991095600476,1.999952424555355e-05,0.7999987460434502
1.999955296551848e-05,-1.507394363377671e-06,1.999955296551848e-05,-7.868676411481944e-07,1.999955296551848e-05,0.7999992665023287,1.999955296551848e-05,0.7999989539270838
1.99995638785454e-05,6.88711317434482e-06,1.99995638785454e-05,5.701066702716315e-06,1.99995638785454e-05,0.8000022033969919,1.99995638785454e-05,0.8000032891169416
1.999958570459925e-05,3.204793653961981e-05,1.999958570459925e-05,2.277198365067574e-05,1.999958570459925e-05,0.8000093834865911,1.999958570459925e-05,0.800014435787241
1.999959002677518e-05,3.362496297976672e-05,1.999959002677518e-05,2.272805327590667e-05,1.999959002677518e-05,0.8000090625357547,1.999959002677518e-05,0.8000142580801952
1.999959867112704e-05,1.028653984215154e-05,1.999959867112704e-05,1.064555660576832e-06,1.999959867112704e-05,0.7999984571487635,1.999959867112704e-05,0.7999993979178165
1.999960594553081e-05,-9.903489832737351e-06,1.999960594553081e-05,-1.241852430730331e-05,1.999960594553081e-05,0.7999939775692523,1.999960594553081e-05,0.7999915150892731
1.999961284275941e-05,-2.355483758313459e-05,1.999961284275941e-05,-1.883157980376396e-05,1.999961284275941e-05,0.7999924212998801,1.999961284275941e-05,0.7999881093561575
1.999962065065223e-05,-4.077667775162161e-05,1.999962065065223e-05,-2.966429584351771e-05,1.999962065065223e-05,0.7999874489542389,1.999962065065223e-05,0.7999807582289324
1.999962310096403e-05,-3.974739627144029e-05,1.999962310096403e-05,-2.687307531861502e-05,1.999962310096403e-05,0.7999896256290537,1.999962310096403e-05,0.7999831695952491
1.99996276214765e-05,-1.074139321070562e-05,1.99996276214765e-05,1.015790128438342e-06,1.99996276214765e-05,0.800003804279403,1.99996276214765e-05,0.8000026680486182
1.999962881247063e-05,-2.645060400262689e-06,1.999962881247063e-05,7.459468123190491e-06,1.999962881247063e-05,0.8000057716890927,1.999962881247063e-05,0.8000063074795407
1.999963119445889e-05,7.962545686034602e-06,1.999963119445889e-05,1.377963956469931e-05,1.999963119445889e-05,0.8000065709623023,1.999963119445889e-05,0.8000091239547285
1.99996343019861e-05,2.17921144321019e-05,1.99996343019861e-05,2.206923207447716e-05,1.99996343019861e-05,0.8000096369369758,1.99996343019861e-05,0.8000141708057851
1.999963753464113e-05,3.472618739786583e-05,1.999963753464113e-05,2.980294098100166e-05,1.999963753464113e-05,0.8000124555983905,1.999963753464113e-05,0.8000188410819715
1.999964167999245e-05,3.425826648420132e-05,1.999964167999245e-05,2.412906945805826e-05,1.999964167999245e-05,0.8000077440521254,1.999964167999245e-05,0.8000136293023519
1.999964690636588e-05,1.518061850172206e-05,1.999964690636588e-05,4.96775510134796e-06,1.999964690636588e-05,0.7999988171799777,1.999964690636588e-05,0.8000007191503157
1.999965162895887e-05,-4.929485612582147e-06,1.999965162895887e-05,-9.870288001782306e-06,1.999965162895887e-05,0.7999941120282336,1.999965162895887e-05,0.7999921966012998
1.999965714698161e-05,-8.643875147245377e-06,1.999965714698161e-05,-8.230676576949026e-06,1.999965714698161e-05,0.7999969439220025,1.999965714698161e-05,0.7999947214832906
1.9999664554773e-05,8.08988546711066e-07,1.9999664554773e-05,2.654833701458707e-06,1.9999664554773e-05,0.8000018371062949,1.9999664554773e-05,0.8000020257501687
1.999967177960665e-05,2.320991516122564e-06,1.999967177960665e-05,2.656266875101865e-06,1.999967177960665e-05,0.8000008504486764,1.999967177960665e-05,0.8000014002018224
1.999968239361303e-05,-8.103921959956394e-07,1.999968239361303e-05,-1.376367340853226e-06,1.999968239361303e-05,0.7999988224948356,1.999968239361303e-05,0.7999985399324913
1.999969997976794e-05,3.342862174823821e-07,1.999969997976794e-05,1.393193920732945e-07,1.999969997976794e-05,0.7999997533886407,1.999969997976794e-05,0.7999996560098666
1.999972591868276e-05,7.412203759899262e-07,1.999972591868276e-05,6.493675661237578e-07,1.999972591868276e-05,0.799999817598413,1.999972591868276e-05,0.7999998810366362
1.99997777965124e-05,6.025220901560108e-07,1.99997777965124e-05,4.419722369443865e-07,1.99997777965124e-05,0.7999997803785194,1.99997777965124e-05,0.7999997824645049
1.999988155217169e-05,5.563250321732295e-07,1.999988155217169e-05,4.023286758642179e-07,1.999988155217169e-05,0.7999997858225836,1.999988155217169e-05,0.7999997698578765
1.999994077608584e-05,5.707073271579193e-07,1.999994077608584e-05,4.169353717793089e-07,1.999994077608584e-05,0.7999997819912896,1.999994077608584e-05,0.7999997733464168
2e-05,5.742162126892251e-07,2e-05,4.191762991570616e-07,2e-05,0.7999997820208249,2e-05,0.7999997744546654
2.000000834375e-05,1.541222302661137e-05,2.000000834375e-05,4.969320765801695e-07,2.000000834375e-05,0.7999997830439374,2.000000834375e-05,0.7999997756431112
2.000002503125e-05,-1.30692823912296e-06,2.000002503125e-05,2.31447609955408e-07,2.000002503125e-05,0.7999997817845204,2.000002503125e-05,0.7999997738149166
2.000005840625001e-05,-3.040422264835861e-06,2.000005840625001e-05,4.473306272420559e-07,2.000005840625001e-05,0.7999997814927792,2.000005840625001e-05,0.79999977316217
2.000012515625001e-05,3.499313875243316e-06,2.000012515625001e-05,4.107656970143626e-07,2.000012515625001e-05,0.799999782085232,2.000012515625001e-05,0.7999997741120941
2.000025865625002e-05,1.187678202950289e-06,2.000025865625002e-05,4.06674429057559e-07,2.000025865625002e-05,0.7999997815032219,2.000025865625002e-05,0.7999997732332308
2.000032540625002e-05,-5.833764678660876e-06,2.000032540625002e-05,4.155987466866272e-07,2.000032540625002e-05,0.7999997794544215,2.000032540625002e-05,0.7999997700663907
2.000035878125002e-05,-1.597671674135758e-05,2.000035878125002e-05,4.003450310893414e-07,2.000035878125002e-05,0.7999997763578014,2.000035878125002e-05,0.7999997653172013
2.000042553125003e-05,-0.0001024096295295525,2.000042553125003e-05,3.039674179038317e-07,2.000042553125003e-05,0.7999997508913005,2.000042553125003e-05,0.7999997262529124
2.000045364936078e-05,-0.0002288908124237103,2.000045364936078e-05,1.460751551759705e-07,2.000045364936078e-05,0.7999997136483188,2.000045364936078e-05,0.7999996692222462
2.000050988558227e-05,-0.001597756619959156,2.000050988558227e-05,-1.508556864400122e-06,2.000050988558227e-05,0.7999993723124771,2.000050988558227e-05,0.7999991465512545
2.000052424498582e-05,-0.002868796856849785,2.000052424498582e-05,-3.965795270686631e-06,2.000052424498582e-05,0.7999991286099783,2.000052424498582e-05,0.7999987749511847
2.000055296379291e-05,0.009017463355418654,2.000055296379291e-05,3.651598839227715e-05,2.000055296379291e-05,0.7999991290092152,2.000055296379291e-05,0.7999987489551418
2.00005639228316e-05,0.07539598457229216,2.00005639228316e-05,0.000329318123368183,2.00005639228316e-05,0.8000013638995007,2.00005639228316e-05,0.8000020440220671
2.00005858382902e-05,0.440031272628064,2.00005858382902e-05,0.001149944458197321,2.00005858382902e-05,0.8000037567070383,2.00005858382902e-05,0.8000059675697091
2.000058853554351e-05,0.5044925372612011,2.000058853554351e-05,0.0007675549512154999,2.000058853554351e-05,0.7999992079472749,2.000058853554351e-05,0.7999999222175209
2.000059393005013e-05,0.6267009074699148,2.000059393005013e-05,-0.0002080094154223368,2.000059393005013e-05,0.7999954355194302,2.000059393005013e-05,0.7999937132655912
2.000059749111339e-05,0.6931056336407273,2.000059749111339e-05,-0.001091418408003315,2.000059749111339e-05,0.7999997260210976,2.000059749111339e-05,0.7999988755516004
2.000060184747346e-05,0.7512441712511176,2.000060184747346e-05,-0.003503522261603395,2.000060184747346e-05,0.7999972217975488,2.000060184747346e-05,0.7999962644153547
2.000060381637213e-05,0.7652229300868209,2.000060381637213e-05,-0.004970021104855015,2.000060381637213e-05,0.7999935105515296,2.000060381637213e-05,0.7999912435318808
2.000060775416945e-05,0.7777971456101954,2.000060775416945e-05,-0.007639668112659638,2.000060775416945e-05,0.7999912774688768,2.000060775416945e-05,0.7999869596782219
2.000061403998072e-05,0.7847631531754454,2.000061403998072e-05,-0.01162604581960783,2.000061403998072e-05,0.7999921257668574,2.000061403998072e-05,0.7999873846613933
2.000062276711612e-05,0.7830508200628894,2.000062276711612e-05,-0.01909919206992899,2.000062276711612e-05,0.79999167908448,2.000062276711612e-05,0.7999872566367064
2.000062596460269e-05,0.7826006167517978,2.000062596460269e-05,-0.01848550764489194,2.000062596460269e-05,0.7999938060632511,2.000062596460269e-05,0.799989787193838
2.000063235957583e-05,0.7835263207976984,2.000063235957583e-05,0.02346247951942035,2.000063235957583e-05,0.8000092604311061,2.000063235957583e-05,0.800010329829408
2.00006404865986e-05,0.7882637794102157,2.00006404865986e-05,0.2008583935834368,2.00006404865986e-05,0.8000237099125252,2.00006404865986e-05,0.8000344026559034
2.000064309468885e-05,0.7905134486676914,2.000064309468885e-05,0.2842754219731701,2.000064309468885e-05,0.8000241700156254,2.000064309468885e-05,0.8000375672796245
2.000064831086935e-05,0.7936139578794275,2.000064831086935e-05,0.4581297208701579,2.000064831086935e-05,0.8000102376593371,2.000064831086935e-05,0.8000215498681814
2.000065353266592e-05,0.7943385079355194,2.000065353266592e-05,0.6152262012628578,2.000065353266592e-05,0.7999522051480126,2.000065353266592e-05,0.7999521538996645
2.000065473300618e-05,0.7942564093800085,2.000065473300618e-05,0.6456638659442512,2.000065473300618e-05,0.7999407098997984,2.000065473300618e-05,0.7999377219519832
2.000065713368669e-05,0.7937759241521043,2.000065713368669e-05,0.6972524319926976,2.000065713368669e-05,0.7999273466501289,2.000065713368669e-05,0.7999148306835381
2.000065933690193e-05,0.7927754103224147,2.000065933690193e-05,0.7284473188693648,2.000065933690193e-05,0.7999333135846022,2.000065933690193e-05,0.7999083171552018
2.000066232572115e-05,0.791457153491201,2.000066232572115e-05,0.7530356394165718,2.000066232572115e-05,0.7999867813489456,2.000066232572115e-05,0.7999504156592133
2.000066494678691e-05,0.7910375863167118,2.000066494678691e-05,0.7666223786079255,2.000066494678691e-05,0.8000177094246333,2.000066494678691e-05,0.7999830121963684
2.000066773621223e-05,0.7911498744668282,2.000066773621223e-05,0.774996547933818,2.000066773621223e-05,0.8000050610712655,2.000066773621223e-05,0.7999845664123278
2.000067090846405e-05,0.7916899554497075,2.000067090846405e-05,0.7810802983154075,2.000067090846405e-05,0.7999839805326753,2.000067090846405e-05,0.7999793198072424
2.000067212128692e-05,0.7919983416520396,2.000067212128692e-05,0.7825616268080583,2.000067212128692e-05,0.7999796857433186,2.000067212128692e-05,0.7999792028224189
2.000067454693266e-05,0.7927059896982241,2.000067454693266e-05,0.7850362285834754,2.000067454693266e-05,0.7999881258655027,2.000067454693266e-05,0.79999202442831
2.000067834434219e-05,0.7939021551400268,2.000067834434219e-05,0.7878029607764591,2.000067834434219e-05,0.8000141179207894,2.000067834434219e-05,0.8000185492170048
2.000067940498253e-05,0.7942249711900505,2.000067940498253e-05,0.7883793572357474,2.000067940498253e-05,0.8000173876504162,2.000067940498253e-05,0.8000209827755688
2.00006815262632e-05,0.7948280108074431,2.00006815262632e-05,0.7891947709194689,2.00006815262632e-05,0.8000171079783863,2.00006815262632e-05,0.8000191854457475
2.000068461898461e-05,0.7956655033791693,2.000068461898461e-05,0.7904545496687759,2.000068461898461e-05,0.800016979445567,2.000068461898461e-05,0.8000208904841027
2.000068908204309e-05,0.7967428820624479,2.000068908204309e-05,0.7929147865393873,2.000068908204309e-05,0.8000100128979182,2.000068908204309e-05,0.8000182779097245
2.000069325770771e-05,0.7974942687956196,2.000069325770771e-05,0.7951530522145879,2.000069325770771e-05,0.8000043724041631,2.000069325770771e-05,0.8000127472872891
2.000069493369903e-05,0.7977269465784478,2.000069493369903e-05,0.7959424532411987,2.000069493369903e-05,0.8000044486767559,2.000069493369903e-05,0.8000129789300152
2.000069787007626e-05,0.7980600177745071,2.000069787007626e-05,0.7969572005725831,2.000069787007626e-05,0.8000031743937179,2.000069787007626e-05,0.8000120204391038
2.000070244017696e-05,0.7984494407603272,2.000070244017696e-05,0.7979243229362286,2.000070244017696e-05,0.7999954570572073,2.000070244017696e-05,0.8000043074528014
2.000070608904536e-05,0.7986989754950187,2.000070608904536e-05,0.798442024552962,2.000070608904536e-05,0.7999850039583644,2.000070608904536e-05,0.8000000665954403
2.000071338678216e-05,0.7990478683629169,2.000071338678216e-05,0.7988678037491195,2.000071338678216e-05,0.7999578166660858,2.000071338678216e-05,0.7999913624387965
2.000071479984538e-05,0.7990981830819849,2.000071479984538e-05,0.7988844855018933,2.000071479984538e-05,0.7999656967590542,2.000071479984538e-05,0.7999900372280327
2.000071762597184e-05,0.7992020336404906,2.000071762597184e-05,0.7989699977501468,2.000071762597184e-05,0.7999896408313572,2.000071762597184e-05,0.7999849827942551
2.000072181040928e-05,0.7993578224926139,2.000072181040928e-05,0.7992507615715249,2.000072181040928e-05,0.8000245251100894,2.000072181040928e-05,0.7999771088239743
2.000072626531469e-05,0.7994722022502855,2.000072626531469e-05,0.7994424543895866,2.000072626531469e-05,0.8000888418488292,2.000072626531469e-05,0.7999795703714655
2.000073005854588e-05,0.7995345432230657,2.000073005854588e-05,0.7994960153590421,2.000073005854588e-05,0.8001116813047747,2.000073005854588e-05,0.7999887463791396
2.000073563959438e-05,0.7996032021630989,2.000073563959438e-05,0.7996036924191552,2.000073563959438e-05,0.8000706693120833,2.000073563959438e-05,0.799995739538733
2.000073674527095e-05,0.7996149733178806,2.000073674527095e-05,0.7996256312890559,2.000073674527095e-05,0.8000586555184745,2.000073674527095e-05,0.7999950150911143
2.00007389566241e-05,0.7996461679829783,2.00007389566241e-05,0.7997035308804188,2.00007389566241e-05,0.8000427708853741,2.00007389566241e-05,0.7999970327121074
2.00007427970034e-05,0.799688396305808,2.00007427970034e-05,0.7998449778511393,2.00007427970034e-05,0.8000257375423105,2.00007427970034e-05,0.7999941025000059
2.000074716792149e-05,0.7997258182667638,2.000074716792149e-05,0.7999720295587338,2.000074716792149e-05,0.8000208489142101,2.000074716792149e-05,0.7999942692745792
2.000075238262572e-05,0.7997761979005479,2.000075238262572e-05,0.800068576609468,2.000075238262572e-05,0.8000230231720245,2.000075238262572e-05,0.8000059881335109
2.000075393940095e-05,0.7997894617576847,2.000075393940095e-05,0.8000816891032697,2.000075393940095e-05,0.8000234259829677,2.000075393940095e-05,0.800009049080353
2.000075705295141e-05,0.7998114443070107,2.000075705295141e-05,0.8000897166391068,2.000075705295141e-05,0.8000220812944224,2.000075705295141e-05,0.8000124465320122
2.00007609139162e-05,0.7998384443233882,2.00007609139162e-05,0.8000952512212259,2.00007609139162e-05,0.8000209503910186,2.00007609139162e-05,0.8000170427530431
2.00007645714106e-05,0.799852187086581,2.00007645714106e-05,0.8000698039374843,2.00007645714106e-05,0.800012004231799,2.00007645714106e-05,0.8000157449753141
2.000076603103406e-05,0.799857292306635,2.000076603103406e-05,0.8000408892356945,2.000076603103406e-05,0.800008611020927,2.000076603103406e-05,0.8000171442592535
2.0000768950281e-05,0.7998686356161933,2.0000768950281e-05,0.7999252951158041,2.0000768950281e-05,0.7999945204252044,2.0000768950281e-05,0.8000219632754599
2.000077221065033e-05,0.799874380340688,2.000077221065033e-05,0.7997817632308243,2.000077221065033e-05,0.7999616776590316,2.000077221065033e-05,0.8000181619845543
2.000077544643258e-05,0.7998701498396058,2.000077544643258e-05,0.7996980073032189,2.000077544643258e-05,0.7999348224427411,2.000077544643258e-05,0.8000072268469514
2.000078007213023e-05,0.7998559562457184,2.000078007213023e-05,0.7996318160169728,2.000078007213023e-05,0.7999564499430232,2.000078007213023e-05,0.7999942172541904
2.000078125726452e-05,0.7998571358809958,2.000078125726452e-05,0.7996285008470674,2.000078125726452e-05,0.7999809301979594,2.000078125726452e-05,0.7999957875837076
2.000078362753309e-05,0.7998725167332358,2.000078362753309e-05,0.7996952704971906,2.000078362753309e-05,0.8000113404294248,2.000078362753309e-05,0.8000032317969652
2.000078698411303e-05,0.7998804193698259,2.000078698411303e-05,0.799858324291822,2.000078698411303e-05,0.7999930556280729,2.000078698411303e-05,0.7999999237513177
2.000079104386851e-05,0.799858571223152,2.000079104386851e-05,0.7999477344468239,2.000079104386851e-05,0.7999545757868812,2.000079104386851e-05,0.7999873881544494
2.000079422171615e-05,0.7998251594351476,2.000079422171615e-05,0.7998955660865295,2.000079422171615e-05,0.7999402383376604,2.000079422171615e-05,0.7999742955826328
2.000079942657162e-05,0.7997771606937198,2.000079942657162e-05,0.799769527367382,2.000079942657162e-05,0.799938465401805,2.000079942657162e-05,0.7999567631025252
2.000080400103282e-05,0.799758449641355,2.000080400103282e-05,0.7997426806426384,2.000080400103282e-05,0.7999423831508712,2.000080400103282e-05,0.7999501471579921
2.000080583278859e-05,0.7997636399298309,2.000080583278859e-05,0.7997702568624314,2.000080583278859e-05,0.7999495608177128,2.000080583278859e-05,0.7999543588879982
2.000080949630015e-05,0.7997907777674743,2.000080949630015e-05,0.7999135554598066,2.000080949630015e-05,0.7999694919013209,2.000080949630015e-05,0.7999673377418343
2.000081063409064e-05,0.7998034104866797,2.000081063409064e-05,0.7999845130398358,2.000081063409064e-05,0.7999747528224929,2.000081063409064e-05,0.7999722575019269
2.000081290967162e-05,0.7998244313316377,2.000081290967162e-05,0.8001269151220542,2.000081290967162e-05,0.7999808053903592,2.000081290967162e-05,0.799979168117275
2.000081688325259e-05,0.7998458159793823,2.000081688325259e-05,0.8002664325046207,2.000081688325259e-05,0.7999919623053313,2.000081688325259e-05,0.7999870957047138
2.000082008047886e-05,0.7998741175680197,2.000082008047886e-05,0.8002975901578233,2.000082008047886e-05,0.8000089245351585,2.000082008047886e-05,0.8000019087117123
2.000082143785423e-05,0.7998892141790713,2.000082143785423e-05,0.8002943066326261,2.000082143785423e-05,0.8000163269554064,2.000082143785423e-05,0.8000093391385541
2.000082415260496e-05,0.7999138904747931,2.000082415260496e-05,0.8002683526319624,2.000082415260496e-05,0.8000197823126119,2.000082415260496e-05,0.8000168202816075
2.000082739956986e-05,0.799938040663711,2.000082739956986e-05,0.8002176442373238,2.000082739956986e-05,0.8000153491457028,2.000082739956986e-05,0.8000210967750059
2.00008315847227e-05,0.7999615644055477,2.00008315847227e-05,0.8001529775929886,2.00008315847227e-05,0.8000115048930686,2.00008315847227e-05,0.8000244334859387
2.000083600870144e-05,0.7999750741794859,2.000083600870144e-05,0.8000905290877516,2.000083600870144e-05,0.8000119288988845,2.000083600870144e-05,0.8000239716129712
2.00008411750401e-05,0.7999932121465989,2.00008411750401e-05,0.8000592172616101,2.00008411750401e-05,0.8000195091416787,2.00008411750401e-05,0.8000282881595511
2.000084723650442e-05,0.8000080708989522,2.000084723650442e-05,0.800062715808139,2.000084723650442e-05,0.8000145781048622,2.000084723650442e-05,0.8000309876583405
2.000084875046792e-05,0.800010100764725,2.000084875046792e-05,0.8000661508696938,2.000084875046792e-05,0.8000122810641359,2.000084875046792e-05,0.8000310673519661
2.000085177839491e-05,0.7999959966560226,2.000085177839491e-05,0.8000512703271485,2.000085177839491e-05,0.7999927885187315,2.000085177839491e-05,0.8000200360116329
2.000085605470562e-05,0.7999586485294713,2.000085605470562e-05,0.8000111361009317,2.000085605470562e-05,0.7999492219476398,2.000085605470562e-05,0.8000009854575254
2.000085723997844e-05,0.7999503535723589,2.000085723997844e-05,0.800002724087301,2.000085723997844e-05,0.7999322968882342,2.000085723997844e-05,0.7999991679680185
2.000085961052408e-05,0.7999334211240452,2.000085961052408e-05,0.799987421109687,2.000085961052408e-05,0.7999034527417208,2.000085961052408e-05,0.7999940004879098
2.000086345197825e-05,0.7999059381673996,2.000086345197825e-05,0.7999647006242679,2.000086345197825e-05,0.7999004757645364,2.000086345197825e-05,0.7999844182262538
2.000086646903349e-05,0.7998882878644512,2.000086646903349e-05,0.7999520782765711,2.000086646903349e-05,0.7999161706183162,2.000086646903349e-05,0.799979238545806
2.000087182422581e-05,0.7998639073608634,2.000087182422581e-05,0.7999374339319991,2.000087182422581e-05,0.7999403891376078,2.000087182422581e-05,0.7999722382191152
2.00008762813548e-05,0.7998507792506924,2.00008762813548e-05,0.7999304608171507,2.00008762813548e-05,0.799947494274011,2.00008762813548e-05,0.7999687391690817
2.000088268037199e-05,0.7998411742390599,2.000088268037199e-05,0.7999251891233219,2.000088268037199e-05,0.7999470315155908,2.000088268037199e-05,0.7999664593735838
2.000088841203923e-05,0.799861975933053,2.000088841203923e-05,0.7999422285145673,2.000088841203923e-05,0.7999748780590762,2.000088841203923e-05,0.7999785843352988
2.000089046911743e-05,0.7998817440088071,2.000089046911743e-05,0.7999587834373345,2.000089046911743e-05,0.8000078444109935,2.000089046911743e-05,0.7999898480134644
2.000089458327384e-05,0.7999338138733583,2.000089458327384e-05,0.7999986398868295,2.000089458327384e-05,0.8000670637799143,2.000089458327384e-05,0.8000130909897497
2.00008995915989e-05,0.799978618097748,2.00008995915989e-05,0.8000224176495795,2.00008995915989e-05,0.8000474073578614,2.00008995915989e-05,0.8000218821173019
2.000090332272841e-05,0.8000101765471278,2.000090332272841e-05,0.8000401741655085,2.000090332272841e-05,0.8000401804591576,2.000090332272841e-05,0.8000318670036195
2.000090867492013e-05,0.8000587324294915,2.000090867492013e-05,0.8000698186026679,2.000090867492013e-05,0.8000806137723457,2.000090867492013e-05,0.8000500890421807
2.000091384269237e-05,0.8000807240088981,2.000091384269237e-05,0.8000757040090026,2.000091384269237e-05,0.8000881203983098,2.000091384269237e-05,0.8000517424739834
2.000091576115544e-05,0.800082368649869,2.000091576115544e-05,0.8000727272816236,2.000091576115544e-05,0.8000776254554751,2.000091576115544e-05,0.8000490345954372
2.000091902273569e-05,0.8000666194428477,2.000091902273569e-05,0.8000533352952535,2.000091902273569e-05,0.800051853855967,2.000091902273569e-05,0.8000362981853758
2.000092353509104e-05,0.8000140800914565,2.000092353509104e-05,0.8000058490549712,2.000092353509104e-05,0.8000162536226616,2.000092353509104e-05,0.8000088411322669
2.000092452055077e-05,0.8000045438420968,2.000092452055077e-05,0.7999995291253713,2.000092452055077e-05,0.8000108552125671,2.000092452055077e-05,0.800006275493924
2.000092649147025e-05,0.7999910444600261,2.000092649147025e-05,0.7999939446971446,2.000092649147025e-05,0.8000039489346414,2.000092649147025e-05,0.8000051255957438
2.000092937605853e-05,0.7999687937027812,2.000092937605853e-05,0.7999825792421615,2.000092937605853e-05,0.7999974765502705,2.000092937605853e-05,0.7999984600821619
2.000093383707879e-05,0.7999421029618692,2.000093383707879e-05,0.7999702686736605,2.000093383707879e-05,0.7999988975995245,2.000093383707879e-05,0.799991093113285
2.000093753712568e-05,0.7999241801847634,2.000093753712568e-05,0.7999606783548978,2.000093753712568e-05,0.7999970716040998,2.000093753712568e-05,0.7999862220760882
2.000094186466542e-05,0.7998910026640424,2.000094186466542e-05,0.7999346290593906,2.000094186466542e-05,0.7999852959467231,2.000094186466542e-05,0.7999713179976171
2.000094550166714e-05,0.7998545598122274,2.000094550166714e-05,0.7999068076325347,2.000094550166714e-05,0.7999751634457034,2.000094550166714e-05,0.7999560359902127
2.000095118558326e-05,0.7998228542252832,2.000095118558326e-05,0.7998918649549169,2.000095118558326e-05,0.7999761563613719,2.000095118558326e-05,0.7999505727580826
2.000095607894914e-05,0.7998286302220944,2.000095607894914e-05,0.7999055204376893,2.000095607894914e-05,0.7999838553323283,2.000095607894914e-05,0.7999592596991595
2.000095758361633e-05,0.7998358711060799,2.000095758361633e-05,0.7999135136233494,2.000095758361633e-05,0.7999843411221249,2.000095758361633e-05,0.7999637570703485
2.000095833594993e-05,0.7998404052098539,2.000095833594993e-05,0.7999179412051219,2.000095833594993e-05,0.7999846555220274,2.000095833594993e-05,0.7999662786036356
2.000095984061712e-05,0.7998541344846739,2.000095984061712e-05,0.7999307099806129,2.000095984061712e-05,0.7999898323934371,2.000095984061712e-05,0.799974057212912
2.000096284995151e-05,0.7998962055704283,2.000096284995151e-05,0.7999666972246638,2.000096284995151e-05,0.8000030128570748,2.000096284995151e-05,0.7999951798053678
2.00009663149452e-05,0.799945800303645,2.00009663149452e-05,0.8000022292719768,2.00009663149452e-05,0.8000038955028044,2.00009663149452e-05,0.8000131320831217
2.000096897453236e-05,0.79997973266392,2.000096897453236e-05,0.800023153443027,2.000096897453236e-05,0.8000059125408507,2.000096897453236e-05,0.8000235794449188
2.000097273685284e-05,0.8000270088334482,2.000097273685284e-05,0.8000514837189233,2.000097273685284e-05,0.8000229511847262,2.000097273685284e-05,0.8000388215195851
2.000097625786759e-05,0.8000421037285116,2.000097625786759e-05,0.8000515077426844,2.000097625786759e-05,0.8000232187177071,2.000097625786759e-05,0.8000356509528357
2.000098119409168e-05,0.8000289646072006,2.000098119409168e-05,0.8000275195923071,2.000098119409168e-05,0.800012605387225,2.000098119409168e-05,0.8000196397553491
2.000098266545213e-05,0.8000229953965041,2.000098266545213e-05,0.8000214501552075,2.000098266545213e-05,0.800010542815048,2.000098266545213e-05,0.8000167608825962
2.000098560817302e-05,0.8000068776358839,2.000098560817302e-05,0.8000078150774314,2.000098560817302e-05,0.8000046463468351,2.000098560817302e-05,0.8000097454015205
2.000098970556468e-05,0.7999821975235522,2.000098970556468e-05,0.7999894788448967,2.000098970556468e-05,0.7999969844298158,2.000098970556468e-05,0.80000009475427
2.000099142448842e-05,0.799976170639063,2.000099142448842e-05,0.7999870186746253,2.000099142448842e-05,0.7999970504919731,2.000099142448842e-05,0.7999998626284576
2.000099402186827e-05,0.7999707071173476,2.000099402186827e-05,0.7999860661295326,2.000099402186827e-05,0.7999985090819354,2.000099402186827e-05,0.8000003206257126
2.000099725411382e-05,0.7999524905994904,2.000099725411382e-05,0.7999719703909376,2.000099725411382e-05,0.799992348650316,2.000099725411382e-05,0.7999908445821947
2.0001e-05,0.7999285571012406,2.0001e-05,0.7999529253371204,2.0001e-05,0.7999853205365158,2.0001e-05,0.7999795088070556
2.000100098496066e-05,0.7999040940365868,2.000100098496066e-05,0.7999493579418545,2.000100098496066e-05,0.7999862119744693,2.000100098496066e-05,0.7999786133759973
2.000100295488197e-05,0.7998767417367921,2.000100295488197e-05,0.7999415714161445,2.000100295488197e-05,0.7999858306642682,2.000100295488197e-05,0.7999749427972052
