VT("/net064") X,VT("/net064") Y,VT("/net017") X,VT("/net017") Y,VT("/net072") X,VT("/net072") Y,VT("/net037") X,VT("/net037") Y,VT("/I70/I0/net44") X,VT("/I70/I0/net44") Y,VT("/I70/I0/net56") X,VT("/I70/I0/net56") Y
1.10007196678447e-05,0.799889888380908,1.10007196678447e-05,0.7998686691638918,1.10007196678447e-05,-0.0001668455485401198,1.10007196678447e-05,0.7998404720004832,1.10007196678447e-05,0.799942586676373,1.10007196678447e-05,-0.0001498176108284887
1.100072414521577e-05,0.7998010770950847,1.100072414521577e-05,0.7997844856495502,1.100072414521577e-05,-0.0002163856800983225,1.100072414521577e-05,0.7997404737462674,1.100072414521577e-05,0.7997754733491682,1.100072414521577e-05,-0.000278982323646743
1.100072893733917e-05,0.7997309376931184,1.100072893733917e-05,0.7997168855116611,1.100072893733917e-05,-0.0002516338668237067,1.100072893733917e-05,0.7996621365955262,1.100072893733917e-05,0.7996281140531268,1.100072893733917e-05,-0.000383916761175
1.100073051798713e-05,0.7997140558842514,1.100073051798713e-05,0.7997004831027394,1.100073051798713e-05,-0.0002584980841714238,1.100073051798713e-05,0.7996434559988371,1.100073051798713e-05,0.7995875651009604,1.100073051798713e-05,-0.0004100657340402787
1.100073367928303e-05,0.7997056253868439,1.100073367928303e-05,0.7996961007866937,1.100073367928303e-05,-0.0002462436496256409,1.100073367928303e-05,0.7996388083374903,1.100073367928303e-05,0.7995444354077138,1.100073367928303e-05,-0.0004245150398193537
1.100073473089545e-05,0.7997097488165636,1.100073473089545e-05,0.7997022963454511,1.100073473089545e-05,-0.0002353729410013486,1.100073473089545e-05,0.7996462720317018,1.100073473089545e-05,0.7995408461398856,1.100073473089545e-05,-0.0004188861006370121
1.100073683412029e-05,0.7997221053383198,1.100073683412029e-05,0.7997180123296832,1.100073683412029e-05,-0.000212383477413056,1.100073683412029e-05,0.7996657287874671,1.100073683412029e-05,0.7995417258068135,1.100073683412029e-05,-0.0004017934628909659
1.100073985648547e-05,0.7997332721896894,1.100073985648547e-05,0.7997292917191665,1.100073985648547e-05,-0.0001950720491710611,1.100073985648547e-05,0.7996816587401452,1.100073985648547e-05,0.7995369586165773,1.100073985648547e-05,-0.0003885557432168279
1.100074289188964e-05,0.7997682123127565,1.100074289188964e-05,0.7997675879427977,1.100074289188964e-05,-0.0001539991904916451,1.100074289188964e-05,0.7997273824669815,1.100074289188964e-05,0.7995703224564065,1.100074289188964e-05,-0.0003396956972217456
1.100074687477322e-05,0.799873170166689,1.100074687477322e-05,0.7998855058114633,1.100074687477322e-05,-3.962398637230031e-05,1.100074687477322e-05,0.7998653763139096,1.100074687477322e-05,0.7997122047861449,1.100074687477322e-05,-0.0001849138218924406
1.100075095797528e-05,0.799958988602235,1.100075095797528e-05,0.7999735926930212,1.100075095797528e-05,3.394474646124974e-05,1.100075095797528e-05,0.7999719452205746,1.100075095797528e-05,0.7998413012490422,1.100075095797528e-05,-6.038145110231143e-05
1.100075518873205e-05,0.8000236614798633,1.100075518873205e-05,0.8000334646913968,1.100075518873205e-05,7.270866505733178e-05,1.100075518873205e-05,0.8000445701555037,1.100075518873205e-05,0.7999484667442055,1.100075518873205e-05,3.073121230788174e-05
1.100075976555661e-05,0.8000709997572998,1.100075976555661e-05,0.8000763690040524,1.100075976555661e-05,9.491271998399923e-05,1.100075976555661e-05,0.8000956894383017,1.100075976555661e-05,0.8000361610672183,1.100075976555661e-05,9.875841853844588e-05
1.10007652250719e-05,0.8001148221593027,1.10007652250719e-05,0.8001192301945114,1.10007652250719e-05,0.0001172823898344827,1.10007652250719e-05,0.8001455322063404,1.10007652250719e-05,0.800128424959853,1.10007652250719e-05,0.0001657899713140469
1.100077097113408e-05,0.8001853548050089,1.100077097113408e-05,0.800196222177322,1.100077097113408e-05,0.0001741238229688281,1.100077097113408e-05,0.8002334410158766,1.100077097113408e-05,0.8002676878915681,1.100077097113408e-05,0.0002750318980789992
1.100077807799338e-05,0.8002141859213573,1.100077807799338e-05,0.8002227730687,1.100077807799338e-05,0.000177702740860192,1.100077807799338e-05,0.8002629789249293,1.100077807799338e-05,0.800355713743362,1.100077807799338e-05,0.0003205598293483662
1.100077983527773e-05,0.8001986164350089,1.100077983527773e-05,0.8002030204051621,1.100077983527773e-05,0.0001537963274499879,1.100077983527773e-05,0.800239618292347,1.100077983527773e-05,0.8003418657273575,1.100077983527773e-05,0.0002970033106312886
1.100078334984643e-05,0.8001406532941252,1.100078334984643e-05,0.8001348951341014,1.100078334984643e-05,8.218785095952206e-05,1.100078334984643e-05,0.8001593310338521,1.100078334984643e-05,0.8002694207277169,1.100078334984643e-05,0.000210246268119921
1.100078841931383e-05,0.8000268115663492,1.100078841931383e-05,0.8000103544317986,1.100078841931383e-05,-3.276433352801879e-05,1.100078841931383e-05,0.8000124279345179,1.100078841931383e-05,0.8001047047319401,1.100078841931383e-05,4.303491422220445e-05
1.100078975363897e-05,0.8000014841603125,1.100078975363897e-05,0.7999852306575868,1.100078975363897e-05,-5.234050534785199e-05,1.100078975363897e-05,0.7999818311430552,1.100078975363897e-05,0.8000646778174249,1.100078975363897e-05,6.663371325778885e-06
1.100079242228925e-05,0.7999579736117487,1.100079242228925e-05,0.7999436544849388,1.100079242228925e-05,-8.180703565245553e-05,1.100079242228925e-05,0.7999321646904051,1.100079242228925e-05,0.7999943525555601,1.100079242228925e-05,-5.445214704937705e-05
1.100079618000734e-05,0.7998812715920285,1.100079618000734e-05,0.7998645643858052,1.100079618000734e-05,-0.0001430113517939241,1.100079618000734e-05,0.7998404148732505,1.100079618000734e-05,0.7998676788584707,1.100079618000734e-05,-0.0001661078192772399
1.100079974691925e-05,0.7998020981334325,1.100079974691925e-05,0.7997814487106046,1.100079974691925e-05,-0.0002069345935588473,1.100079974691925e-05,0.7997431114980811,1.100079974691925e-05,0.7997292289362479,1.100079974691925e-05,-0.0002840618401801725
1.100080462209166e-05,0.7996989563099802,1.100080462209166e-05,0.799674341851733,1.100080462209166e-05,-0.000284422930052909,1.100080462209166e-05,0.7996181862189051,1.100080462209166e-05,0.7995373263587284,1.100080462209166e-05,-0.0004381887149959615
1.100080884776779e-05,0.7996704164573941,1.100080884776779e-05,0.7996522610023068,1.100080884776779e-05,-0.0002822459891301012,1.100080884776779e-05,0.7995922348052698,1.100080884776779e-05,0.7994585970635411,1.100080884776779e-05,-0.0004798537648538173
1.100081367701541e-05,0.7997322659433191,1.100081367701541e-05,0.7997321440635231,1.100081367701541e-05,-0.0001842021761812659,1.100081367701541e-05,0.7996853308465167,1.100081367701541e-05,0.7995147852989211,1.100081367701541e-05,-0.0003865846491278179
1.10008150098706e-05,0.7997621049493926,1.10008150098706e-05,0.79976653557328,1.10008150098706e-05,-0.0001485093680567235,1.10008150098706e-05,0.799726079090333,1.10008150098706e-05,0.7995525894570046,1.10008150098706e-05,-0.0003424664525457281
1.100081767558099e-05,0.7998355571297585,1.100081767558099e-05,0.7998480983837049,1.100081767558099e-05,-6.935306667541591e-05,1.100081767558099e-05,0.799822256101438,1.100081767558099e-05,0.7996526386408935,1.100081767558099e-05,-0.0002351975008864265
1.100082209923227e-05,0.8000045526248427,1.100082209923227e-05,0.8000317302270109,1.100082209923227e-05,9.608270495894507e-05,1.100082209923227e-05,0.8000371152884254,1.100082209923227e-05,0.7999046371922939,1.100082209923227e-05,1.208892565576586e-05
1.100082644684278e-05,0.8001448313985098,1.100082644684278e-05,0.8001730309142803,1.100082644684278e-05,0.0002044565725409458,1.100082644684278e-05,0.8002053024556041,1.100082644684278e-05,0.8001348668072682,1.100082644684278e-05,0.0002145409353809153
1.100082986844788e-05,0.8002407987045013,1.100082986844788e-05,0.8002680863455373,1.100082986844788e-05,0.0002707719500109746,1.100082986844788e-05,0.80031678009853,1.100082986844788e-05,0.8003029461245912,1.100082986844788e-05,0.0003531352299851163
1.100083140094188e-05,0.8002768368116197,1.100083140094188e-05,0.8003029710810851,1.100083140094188e-05,0.0002922829649835196,1.100083140094188e-05,0.8003577302034386,1.100083140094188e-05,0.8003706721060648,1.100083140094188e-05,0.0004055852762110884
1.100083446592987e-05,0.8003130857821517,1.100083446592987e-05,0.8003322683106801,1.100083446592987e-05,0.0002966125952622348,1.100083446592987e-05,0.80039323726654,1.100083446592987e-05,0.8004554381964937,1.100083446592987e-05,0.0004577765461046138
1.100083877686828e-05,0.8002900187422569,1.100083877686828e-05,0.8002936014403953,1.100083877686828e-05,0.0002320655116788288,1.100083877686828e-05,0.8003489766710342,1.100083877686828e-05,0.8004622368310274,1.100083877686828e-05,0.0004224794385329834
1.100083987151801e-05,0.800279112895775,1.100083987151801e-05,0.8002801419472951,1.100083987151801e-05,0.0002147693238872699,1.100083987151801e-05,0.8003325795683957,1.100083987151801e-05,0.8004545695797488,1.100083987151801e-05,0.0004067523503407401
1.100084206081746e-05,0.8002580906335908,1.100084206081746e-05,0.8002567764377165,1.100084206081746e-05,0.0001867528427558285,1.100084206081746e-05,0.8003037280859668,1.100084206081746e-05,0.8004389831488771,1.100084206081746e-05,0.0003781079547086767
1.100084477407789e-05,0.8002076630969913,1.100084477407789e-05,0.8002008757915231,1.100084477407789e-05,0.0001291028084403566,1.100084477407789e-05,0.8002381688218815,1.100084477407789e-05,0.8003808935111968,1.100084477407789e-05,0.0003066574885046024
1.100084887960001e-05,0.8000720418373444,1.100084887960001e-05,0.800050577779195,1.100084887960001e-05,-1.338954829641102e-05,1.100084887960001e-05,0.8000624932831244,1.100084887960001e-05,0.8001918514722656,1.100084887960001e-05,0.000108220525516844
1.100085207873931e-05,0.7999829535772283,1.100085207873931e-05,0.7999591682626519,1.100085207873931e-05,-8.904338897560126e-05,1.100085207873931e-05,0.7999526519198946,1.100085207873931e-05,0.8000553397337786,1.100085207873931e-05,-2.039582611476196e-05
1.100085578557741e-05,0.7998987457610471,1.100085578557741e-05,0.7998783641402895,1.100085578557741e-05,-0.0001456548956016305,1.100085578557741e-05,0.7998555968497666,1.100085578557741e-05,0.7999163458931389,1.100085578557741e-05,-0.0001397173100549025
1.10008608136837e-05,0.799879870107021,1.10008608136837e-05,0.799875024677044,1.10008608136837e-05,-0.0001210868028834498,1.10008608136837e-05,0.799848283962191,1.10008608136837e-05,0.7998644754180143,1.10008608136837e-05,-0.0001619869433525425
1.100086556856931e-05,0.7999124039448696,1.100086556856931e-05,0.7999195192636813,1.100086556856931e-05,-6.181046927799857e-05,1.100086556856931e-05,0.799899810900343,1.100086556856931e-05,0.7998918362332825,1.100086556856931e-05,-0.0001135103872085549
1.100087038010187e-05,0.7998787387642475,1.100087038010187e-05,0.7998771897946111,1.100087038010187e-05,-9.717880196461357e-05,1.100087038010187e-05,0.7998532206144527,1.100087038010187e-05,0.7998213967089973,1.100087038010187e-05,-0.0001703867121674056
1.100087697746069e-05,0.7998051994609391,1.100087697746069e-05,0.7997899924844917,1.100087697746069e-05,-0.0001723058338946592,1.100087697746069e-05,0.7997538774370291,1.100087697746069e-05,0.7996784904989247,1.100087697746069e-05,-0.0002877244007307096
1.100088322358898e-05,0.7998099368684145,1.100088322358898e-05,0.799800441122806,1.100088322358898e-05,-0.0001487445265100409,1.100088322358898e-05,0.7997673404905279,1.100088322358898e-05,0.7996578534301243,1.100088322358898e-05,-0.0002800724816717659
1.100088499069333e-05,0.7998185038218085,1.100088499069333e-05,0.7998117893283304,1.100088499069333e-05,-0.0001343115006540262,1.100088499069333e-05,0.7997814735199376,1.100088499069333e-05,0.7996644588705034,1.100088499069333e-05,-0.0002663350642450014
1.100088847142443e-05,0.7998590070650811,1.100088847142443e-05,0.7998593659289623,1.100088847142443e-05,-8.451565772118497e-05,1.100088847142443e-05,0.7998375291013695,1.100088847142443e-05,0.7997153007405883,1.100088847142443e-05,-0.0002054676654958129
1.100089292972941e-05,0.7999519279248123,1.100089292972941e-05,0.7999632420363769,1.100089292972941e-05,1.306379138122686e-05,1.100089292972941e-05,0.7999588485545805,1.100089292972941e-05,0.7998506663159507,1.100089292972941e-05,-6.751258190210689e-05
1.100089689994634e-05,0.800029542686019,1.100089689994634e-05,0.8000443059346466,1.100089689994634e-05,8.00081982705215e-05,1.100089689994634e-05,0.8000547190640495,1.100089689994634e-05,0.7999740900851231,1.100089689994634e-05,4.587023565545604e-05
1.100090134652277e-05,0.800084793171821,1.100090134652277e-05,0.8000950763688863,1.100090134652277e-05,0.0001099512885881116,1.100090134652277e-05,0.80011569994941,1.100090134652277e-05,0.8000732096072228,1.100090134652277e-05,0.0001241093543500938
1.100090629732879e-05,0.8000956230074844,1.100090629732879e-05,0.8000974165520135,1.100090629732879e-05,9.411307113151071e-05,1.100090629732879e-05,0.8001192473502233,1.100090629732879e-05,0.8001095280146231,1.100090629732879e-05,0.0001378946247382822
1.100091179414636e-05,0.8000750255558409,1.100091179414636e-05,0.8000705520716297,1.100091179414636e-05,5.659864714347741e-05,1.100091179414636e-05,0.8000872906101263,1.100091179414636e-05,0.800099415593572,1.100091179414636e-05,0.000108951933168817
1.100091807987667e-05,0.8000754586459917,1.100091807987667e-05,0.8000743130776702,1.100091807987667e-05,5.617570544469454e-05,1.100091807987667e-05,0.8000895082571629,1.100091807987667e-05,0.800119081040665,1.100091807987667e-05,0.0001146914738799869
1.100092558432243e-05,0.8000569056135646,1.100092558432243e-05,0.8000568395281523,1.100092558432243e-05,3.854525906009081e-05,1.100092558432243e-05,0.8000674364390835,1.100092558432243e-05,0.8001073999518141,1.100092558432243e-05,9.082306951906131e-05
1.100093215538848e-05,0.7999973529836529,1.100093215538848e-05,0.7999914317222093,1.100093215538848e-05,-2.095201822277579e-05,1.100093215538848e-05,0.7999901210416898,1.100093215538848e-05,0.8000200269004955,1.100093215538848e-05,2.250380893857752e-06
1.100093471613339e-05,0.799978940402661,1.100093471613339e-05,0.7999728899056703,1.100093471613339e-05,-3.507993788608079e-05,1.100093471613339e-05,0.7999673468787504,1.100093471613339e-05,0.7999893828899302,1.100093471613339e-05,-2.4971193479843e-05
1.100093858244286e-05,0.7999545461752289,1.100093858244286e-05,0.7999489325146073,1.100093858244286e-05,-5.175707082114709e-05,1.100093858244286e-05,0.7999390795435056,1.100093858244286e-05,0.7999474354743138,1.100093858244286e-05,-6.025940194698749e-05
1.100094012500215e-05,0.7999437615588657,1.100094012500215e-05,0.7999378644300726,1.100094012500215e-05,-5.986646537029572e-05,1.100094012500215e-05,0.7999264322870105,1.100094012500215e-05,0.799928740870428,1.100094012500215e-05,-7.607401047046484e-05
1.100094321012072e-05,0.799916571277388,1.100094321012072e-05,0.7999086955238112,1.100094321012072e-05,-8.284617925231523e-05,1.100094321012072e-05,0.7998927162810178,1.100094321012072e-05,0.7998811345096657,1.100094321012072e-05,-0.0001169903331075975
1.100094764969195e-05,0.7998793078887915,1.100094764969195e-05,0.7998694460456323,1.100094764969195e-05,-0.0001118608395256725,1.100094764969195e-05,0.7998469359714877,1.100094764969195e-05,0.7998116845119366,1.100094764969195e-05,-0.0001732135164571042
1.100095152801272e-05,0.7998598949455404,1.100095152801272e-05,0.7998507842021125,1.100095152801272e-05,-0.0001213646037672522,1.100095152801272e-05,0.7998254094944904,1.100095152801272e-05,0.7997692894016725,1.100095152801272e-05,-0.0002020769306146815
1.100095928465427e-05,0.7998900773058751,1.100095928465427e-05,0.7998902229808721,1.100095928465427e-05,-7.089639476586673e-05,1.100095928465427e-05,0.7998717384212827,1.100095928465427e-05,0.7997917471673001,1.100095928465427e-05,-0.0001568760102028235
1.100096071497837e-05,0.7999014624516582,1.100096071497837e-05,0.799902893741183,1.100096071497837e-05,-5.819268167953562e-05,1.100096071497837e-05,0.7998869555230163,1.100096071497837e-05,0.7998063550337866,1.100096071497837e-05,-0.0001402261761978897
1.100096357562658e-05,0.7999417645424911,1.100096357562658e-05,0.7999480797440057,1.100096357562658e-05,-1.481986527996757e-05,1.100096357562658e-05,0.7999395459670797,1.100096357562658e-05,0.7998629660680124,1.100096357562658e-05,-8.100236460338396e-05
1.100096866872408e-05,0.8000305261318253,1.100096866872408e-05,0.8000440562892913,1.100096866872408e-05,6.960775451649926e-05,1.100096866872408e-05,0.8000520762423401,1.100096866872408e-05,0.7999997502574798,1.100096866872408e-05,4.947550518718378e-05
1.100097319561781e-05,0.8001094956417634,1.100097319561781e-05,0.8001254204339613,1.100097319561781e-05,0.00013316487265982,1.100097319561781e-05,0.8001478821904736,1.100097319561781e-05,0.8001319268367019,1.100097319561781e-05,0.0001646105170688369
1.10009777254563e-05,0.8001799090107605,1.10009777254563e-05,0.8001967740116069,1.10009777254563e-05,0.0001840324105184333,1.10009777254563e-05,0.8002311464239891,1.10009777254563e-05,0.8002585763193515,1.10009777254563e-05,0.0002676348526424981
1.100098353258656e-05,0.8002307978522469,1.100098353258656e-05,0.8002439816333413,1.100098353258656e-05,0.0002052298984014162,1.100098353258656e-05,0.8002862719519274,1.100098353258656e-05,0.8003696761092635,1.100098353258656e-05,0.0003423631772051139
1.100098517785047e-05,0.80023449172265,1.100098517785047e-05,0.8002457967777852,1.100098517785047e-05,0.0002008626564033185,1.100098517785047e-05,0.8002882457256931,1.100098517785047e-05,0.8003853672919963,1.100098517785047e-05,0.0003478433615040418
1.100098846837828e-05,0.8002176565023406,1.100098846837828e-05,0.8002226500552886,1.100098846837828e-05,0.0001680752518322219,1.100098846837828e-05,0.8002612099183374,1.100098846837828e-05,0.8003794910522413,1.100098846837828e-05,0.0003229715781514425
1.100099286386648e-05,0.8001457638781588,1.100099286386648e-05,0.8001394840792685,1.100099286386648e-05,8.182433035931822e-05,1.100099286386648e-05,0.8001637811772631,1.100099286386648e-05,0.8002891920492735,1.100099286386648e-05,0.0002168659944946153
1.10009941329826e-05,0.8001195470749843,1.10009941329826e-05,0.8001106363267563,1.10009941329826e-05,5.444646525931396e-05,1.10009941329826e-05,0.8001295021612174,1.10009941329826e-05,0.8002525622234419,1.10009941329826e-05,0.0001783788759996319
1.100099667121485e-05,0.8000841649141016,1.100099667121485e-05,0.8000754830704441,1.100099667121485e-05,2.507644630867001e-05,1.100099667121485e-05,0.8000865816153805,1.100099667121485e-05,0.8002019285973218,1.100099667121485e-05,0.000128513912995329
1.100099977172517e-05,0.800032314320003,1.100099977172517e-05,0.8000227177044443,1.100099977172517e-05,-1.831752542823919e-05,1.100099977172517e-05,0.8000247935515078,1.100099977172517e-05,0.8001248691080272,1.100099977172517e-05,5.501941959361415e-05
1.1001e-05,0.8000298472532998,1.1001e-05,0.8000204188213824,1.1001e-05,-1.97910558597019e-05,1.1001e-05,0.8000218229761318,1.1001e-05,0.8001206774489806,1.1001e-05,5.133881869433639e-05
1.100100045654965e-05,0.800023690304925,1.100100045654965e-05,0.8000144402171686,1.100100045654965e-05,-2.413066997099588e-05,1.100100045654965e-05,0.8000145622747747,1.100100045654965e-05,0.8001107873468255,1.100100045654965e-05,4.251808587783734e-05
1.100100136964896e-05,0.8000127539088719,1.100100136964896e-05,0.8000041419750801,1.100100136964896e-05,-3.107498713760596e-05,1.100100136964896e-05,0.8000019405420532,1.100100136964896e-05,0.8000928502178001,1.100100136964896e-05,2.696356066077195e-05
1.100100319504465e-05,0.8000027068985617,1.100100319504465e-05,0.7999975929063828,1.100100319504465e-05,-3.085783316622357e-05,1.100100319504465e-05,0.7999928926259525,1.100100319504465e-05,0.8000738553105,1.100100319504465e-05,1.377941952120726e-05
1.100100612557376e-05,0.7999935904458952,1.100100612557376e-05,0.7999932173941093,1.100100612557376e-05,-2.609327896255031e-05,1.100100612557376e-05,0.7999871155955226,1.100100612557376e-05,0.8000541310256164,1.100100612557376e-05,2.436770673375663e-06
1.10010105019352e-05,0.7999374570664688,1.10010105019352e-05,0.7999318758356487,1.10010105019352e-05,-7.572977032477652e-05,1.10010105019352e-05,0.7999166137068561,1.10010105019352e-05,0.7999576530301014,1.10010105019352e-05,-8.270579394142878e-05
1.100101473069446e-05,0.7998588614784642,1.100101473069446e-05,0.7998440582042067,1.100101473069446e-05,-0.0001498145919542069,1.100101473069446e-05,0.7998147318980607,1.100101473069446e-05,0.7998203249777619,1.100101473069446e-05,-0.0002031666719892713
1.100102096681232e-05,0.7997889361664203,1.100102096681232e-05,0.799773578210577,1.100102096681232e-05,-0.0001948066195158371,1.100102096681232e-05,0.7997328774427518,1.100102096681232e-05,0.799678809969653,1.100102096681232e-05,-0.000307530368332442
1.1001027478951e-05,0.7998062156630059,1.1001027478951e-05,0.7998034450253565,1.1001027478951e-05,-0.0001433129215582527,1.1001027478951e-05,0.7997685186690413,1.1001027478951e-05,0.7996671950051694,1.1001027478951e-05,-0.0002799036065829908
1.100102935523038e-05,0.7998239906137503,1.100102935523038e-05,0.7998241786805343,1.100102935523038e-05,-0.0001201171560857782,1.100102935523038e-05,0.7997934993323582,1.100102935523038e-05,0.7996858339347843,1.100102935523038e-05,-0.00025384831772276
1.100103310778915e-05,0.7998780630633509,1.100103310778915e-05,0.7998840768681879,1.100103310778915e-05,-6.054978308229801e-05,1.100103310778915e-05,0.7998643632094794,1.100103310778915e-05,0.7997546080897479,1.100103310778915e-05,-0.0001754719867509944
1.100103792628455e-05,0.7999765328521474,1.100103792628455e-05,0.7999901974193462,1.100103792628455e-05,3.49498966193365e-05,1.100103792628455e-05,0.7999891314576203,1.100103792628455e-05,0.7998983299382664,1.100103792628455e-05,-3.181889169490037e-05
1.100104264539389e-05,0.8000597747458927,1.100104264539389e-05,0.8000736975314228,1.100104264539389e-05,9.883822571141624e-05,1.100104264539389e-05,0.8000887851222201,1.100104264539389e-05,0.8000331531600137,1.100104264539389e-05,8.835006129498602e-05
1.100104706729734e-05,0.8000925003019344,1.100104706729734e-05,0.8001000599552027,1.100104706729734e-05,0.0001067247242091957,1.100104706729734e-05,0.8001211712649235,1.100104706729734e-05,0.8000977159168723,1.100104706729734e-05,0.0001338191517746998
1.100105216733628e-05,0.8000890597641424,1.100105216733628e-05,0.8000879891227377,1.100105216733628e-05,7.876196729498725e-05,1.100105216733628e-05,0.8001076844220224,1.100105216733628e-05,0.8001126664981834,1.100105216733628e-05,0.0001277381330218516
1.100105812590285e-05,0.8000772029711719,1.100105812590285e-05,0.8000737818215921,1.100105812590285e-05,5.657488160239126e-05,1.100105812590285e-05,0.8000900998696615,1.100105812590285e-05,0.8001145053579418,1.100105812590285e-05,0.0001134525064681049
1.100106629183352e-05,0.8000723412961822,1.100106629183352e-05,0.8000737922709106,1.100106629183352e-05,5.492306043231602e-05,1.100106629183352e-05,0.8000873776768923,1.100106629183352e-05,0.8001274133346171,1.100106629183352e-05,0.000112607350326254
1.100106809997935e-05,0.8000662053646178,1.100106809997935e-05,0.8000671376081188,1.100106809997935e-05,4.801991977928258e-05,1.100106809997935e-05,0.8000794515471613,1.100106809997935e-05,0.8001218169109026,1.100106809997935e-05,0.0001039918595815605
1.100107171627103e-05,0.8000357515196125,1.100107171627103e-05,0.8000321803608175,1.100107171627103e-05,1.368258908547478e-05,1.100107171627103e-05,0.8000384952546308,1.100107171627103e-05,0.8000807478187481,1.100107171627103e-05,5.830561840444009e-05
1.100107694744298e-05,0.7999849040404443,1.100107694744298e-05,0.7999771957695402,1.100107694744298e-05,-3.467351662260235e-05,1.100107694744298e-05,0.7999731213245187,1.100107694744298e-05,0.8000027939464999,1.100107694744298e-05,-1.721503219109872e-05
1.10010817734919e-05,0.7999555174465971,1.10010817734919e-05,0.79994987328251,1.10010817734919e-05,-5.177358921502485e-05,1.10010817734919e-05,0.7999399046374531,1.10010817734919e-05,0.7999511310033717,1.10010817734919e-05,-5.910443614251904e-05
1.10010862601025e-05,0.7999252225056094,1.10010862601025e-05,0.7999191640857541,1.10010862601025e-05,-7.331422680041525e-05,1.10010862601025e-05,0.7999044684316823,1.10010862601025e-05,0.7998968010865029,1.10010862601025e-05,-0.0001036095791540319
1.100108808731543e-05,0.7999082723734805,1.100108808731543e-05,0.7999005907820115,1.100108808731543e-05,-8.826306847492222e-05,1.100108808731543e-05,0.7998833308991734,1.100108808731543e-05,0.7998670370130115,1.100108808731543e-05,-0.0001292333580883173
1.100109174174128e-05,0.7998741762442896,1.100109174174128e-05,0.7998637639636657,1.100109174174128e-05,-0.0001167773081758634,1.100109174174128e-05,0.7998406244803289,1.100109174174128e-05,0.7998042230129245,1.100109174174128e-05,-0.000181070462480271
1.100109621189106e-05,0.7998584963493948,1.100109621189106e-05,0.7998505573825402,1.100109621189106e-05,-0.0001189877234913025,1.100109621189106e-05,0.7998247775532131,1.100109621189106e-05,0.7997638546944875,1.100109621189106e-05,-0.0002042616685267408
1.100110082547856e-05,0.7998703006766044,1.100110082547856e-05,0.799867108224785,1.100110082547856e-05,-9.510968791390074e-05,1.100110082547856e-05,0.7998447000255527,1.100110082547856e-05,0.799767370230798,1.100110082547856e-05,-0.000186384255153103
1.100110251537596e-05,0.7998805056941414,1.100110251537596e-05,0.7998791496226302,1.100110251537596e-05,-8.164798204289386e-05,1.100110251537596e-05,0.7998591414065924,1.100110251537596e-05,0.799778369588021,1.100110251537596e-05,-0.0001713263958221046
1.100110589517076e-05,0.7999192900873036,1.100110589517076e-05,0.7999232782218164,1.100110589517076e-05,-3.764668313441332e-05,1.100110589517076e-05,0.7999106723339667,1.100110589517076e-05,0.7998300871083208,1.100110589517076e-05,-0.0001142114469557015
1.10011106574028e-05,0.7999988315960039,1.10011106574028e-05,0.8000103289539229,1.10011106574028e-05,4.135113482725785e-05,1.10011106574028e-05,0.8000126397474001,1.10011106574028e-05,0.7999488807359163,1.10011106574028e-05,2.820722490313444e-06
1.100111213962414e-05,0.800023324857579,1.100111213962414e-05,0.800035893546632,1.100111213962414e-05,6.245206322676344e-05,1.100111213962414e-05,0.8000428986844998,1.100111213962414e-05,0.7999879465154399,1.100111213962414e-05,3.851162257633358e-05
1.100111510406681e-05,0.8000713414962233,1.100111510406681e-05,0.8000850353274844,1.100111510406681e-05,0.0001008058480538658,1.100111510406681e-05,0.8001007804200926,1.100111510406681e-05,0.8000672270817197,1.100111510406681e-05,0.0001081215359544439
1.100111942043096e-05,0.8001486648087892,1.100111942043096e-05,0.8001655161885958,1.100111942043096e-05,0.0001630153340312306,1.100111942043096e-05,0.8001945241524437,1.100111942043096e-05,0.8001999112923307,1.100111942043096e-05,0.000221694003071732
1.100112437483457e-05,0.8002078830594459,1.100112437483457e-05,0.8002229453275514,1.100112437483457e-05,0.0001972175224367558,1.100112437483457e-05,0.8002621771099017,1.100112437483457e-05,0.800316680601535,1.100112437483457e-05,0.0003086224883305094
1.100112573019576e-05,0.8002183683584496,1.100112573019576e-05,0.8002324230861404,1.100112573019576e-05,0.0002007253517830814,1.100112573019576e-05,0.8002730594438769,1.100112573019576e-05,0.8003405339585986,1.100112573019576e-05,0.0003238850188054553
1.100112844091813e-05,0.8002319048427914,1.100112844091813e-05,0.8002437849995231,1.100112844091813e-05,0.0002012526726667518,1.100112844091813e-05,0.8002858795621219,1.100112844091813e-05,0.8003775219307298,1.100112844091813e-05,0.0003439830502686143
1.100113159733027e-05,0.8002220956090502,1.100113159733027e-05,0.8002288153770994,1.100113159733027e-05,0.0001766217818831444,1.100113159733027e-05,0.800268369676167,1.100113159733027e-05,0.8003814470710879,1.100113159733027e-05,0.0003296798773457801
1.100113622268195e-05,0.8001477261712079,1.100113622268195e-05,0.8001414487038622,1.100113622268195e-05,8.410390530959269e-05,1.100113622268195e-05,0.8001664595088486,1.100113622268195e-05,0.8002903936839627,1.100113622268195e-05,0.0002195286181468763
1.100113722627695e-05,0.8001301409873152,1.100113722627695e-05,0.8001223106489674,1.100113722627695e-05,6.595140114934578e-05,1.100113722627695e-05,0.8001433821200958,1.100113722627695e-05,0.8002661154869248,1.100113722627695e-05,0.0001937591176424982
