 4.00000000e-13  1.00000000e+00  4.00000000e-13 -2.99965989e-13  4.00000000e-13 -6.42666847e-08  4.00000000e-13  1.39258560e-08  4.00000000e-13  5.57034018e-15  4.00000000e-13  1.00000000e+00 
 8.00000000e-13  1.00000000e+00  8.00000000e-13 -6.01619314e-13  8.00000000e-13 -1.29181883e-07  8.00000000e-13  2.78382707e-08  8.00000000e-13  1.67056418e-14  8.00000000e-13  1.00000000e+00 
 1.60000000e-12  1.00000000e+00  1.60000000e-12 -1.19504091e-12  1.60000000e-12 -2.56908967e-07  1.60000000e-12  5.57742269e-08  1.60000000e-12  5.23854868e-14  1.60000000e-12  1.00000000e+00 
 3.20000000e-12  1.00000000e+00  3.20000000e-12 -2.34332696e-12  3.20000000e-12 -5.04060340e-07  3.20000000e-12  1.11938980e-07  3.20000000e-12  1.88390602e-13  3.20000000e-12  1.00000000e+00 
 6.40000000e-12  1.00000000e+00  6.40000000e-12 -4.49783646e-12  6.40000000e-12 -9.67780976e-07  6.40000000e-12  2.24843302e-07  6.40000000e-12  7.28892434e-13  6.40000000e-12  1.00000000e+00 
 1.28000000e-11  1.00000000e+00  1.28000000e-11 -8.27770058e-12  1.28000000e-11 -1.78131804e-06  1.28000000e-11  4.51450059e-07  1.28000000e-11  2.89485101e-12  1.28000000e-11  1.00000000e+00 
 2.56000000e-11  1.00000000e+00  2.56000000e-11 -1.38950845e-11  2.56000000e-11 -2.99028856e-06  2.56000000e-11  9.05149119e-07  2.56000000e-11  1.15790742e-11  2.56000000e-11  1.00000000e+00 
 4.00000000e-11  1.00000000e+00  4.00000000e-11 -1.76368468e-11  4.00000000e-11 -3.79551550e-06  4.00000000e-11  1.41451832e-06  4.00000000e-11  2.82788789e-11  4.00000000e-11  1.00000000e+00 
 4.25600000e-11  1.00000000e+00  4.25600000e-11 -1.80932148e-11  4.25600000e-11 -3.89372654e-06  4.25600000e-11  1.50487120e-06  4.25600000e-11  3.21312669e-11  4.25600000e-11  1.00000000e+00 
 4.76800000e-11  1.00000000e+00  4.76800000e-11 -1.88701718e-11  4.76800000e-11 -4.06096172e-06  4.76800000e-11  1.68538379e-06  4.76800000e-11  4.03905522e-11  4.76800000e-11  1.00000000e+00 
 5.79200000e-11  1.00000000e+00  5.79200000e-11 -1.98654561e-11  5.79200000e-11 -4.27518254e-06  5.79200000e-11  2.04565477e-06  5.79200000e-11  5.95661175e-11  5.79200000e-11  1.00000000e+00 
 7.84000000e-11  1.00000000e+00  7.84000000e-11 -1.06879080e-11  7.84000000e-11 -2.29957419e-06  7.84000000e-11  2.76436472e-06  7.84000000e-11  1.08873745e-10  7.84000000e-11  1.00000000e+00 
 1.18400000e-10  1.00000000e+00  1.18400000e-10  5.30907105e-10  1.18400000e-10  1.21345404e-04  1.18400000e-10  4.18231004e-06  1.18400000e-10  2.47900449e-10  1.18400000e-10  1.00000000e+00 
 1.58400000e-10  1.00000000e+00  1.58400000e-10  2.69039123e-09  1.58400000e-10  6.14511421e-04  1.58400000e-10  5.72630909e-06  1.58400000e-10  4.46932341e-10  1.58400000e-10  1.00000000e+00 
 1.98400000e-10  1.00000000e+00  1.98400000e-10  6.96404558e-09  1.98400000e-10  1.58867438e-03  1.98400000e-10  7.92688653e-06  1.98400000e-10  7.24640622e-10  1.98400000e-10  1.00000000e+00 
 2.38400000e-10  1.00000000e+00  2.38400000e-10  1.32312905e-08  2.38400000e-10  3.01346087e-03  2.38400000e-10  1.15613705e-05  2.38400000e-10  1.12548325e-09  2.38400000e-10  1.00000000e+00 
 2.78400000e-10  1.00000000e+00  2.78400000e-10  2.06367714e-08  2.78400000e-10  4.69220693e-03  2.78400000e-10  1.60185154e-05  2.78400000e-10  1.68621291e-09  2.78400000e-10  1.00000000e+00 
 3.18400000e-10  1.00000000e+00  3.18400000e-10  2.77559816e-08  3.18400000e-10  6.30210026e-03  3.18400000e-10  1.92849127e-05  3.18400000e-10  2.38732347e-09  3.18400000e-10  1.00000000e+00 
 3.58400000e-10  1.00000000e+00  3.58400000e-10  3.34130160e-08  3.58400000e-10  7.57909611e-03  3.58400000e-10  2.02731619e-05  3.58400000e-10  3.16156033e-09  3.58400000e-10  1.00000000e+00 
 3.98400000e-10  1.00000000e+00  3.98400000e-10  3.70124923e-08  3.98400000e-10  8.39078796e-03  3.98400000e-10  1.96776380e-05  3.98400000e-10  3.94427112e-09  3.98400000e-10  1.00000000e+00 
 4.38400000e-10  1.00000000e+00  4.38400000e-10  3.86537591e-08  4.38400000e-10  8.76079047e-03  4.38400000e-10  1.84769376e-05  4.38400000e-10  4.69776777e-09  4.38400000e-10  1.00000000e+00 
 4.78400000e-10  1.00000000e+00  4.78400000e-10  3.92221959e-08  4.78400000e-10  8.88902199e-03  4.78400000e-10  1.71249286e-05  4.78400000e-10  5.40545394e-09  4.78400000e-10  1.00000000e+00 
 5.18400000e-10  1.00000000e+00  5.18400000e-10  3.94142818e-08  5.18400000e-10  8.93246547e-03  5.18400000e-10  1.57206905e-05  5.18400000e-10  6.06040614e-09  5.18400000e-10  1.00000000e+00 
 5.58400000e-10  1.00000000e+00  5.58400000e-10  3.94854239e-08  5.58400000e-10  8.94866686e-03  5.58400000e-10  1.42885477e-05  5.58400000e-10  6.65957389e-09  5.58400000e-10  1.00000000e+00 
 5.98400000e-10  1.00000000e+00  5.98400000e-10  3.94929020e-08  5.98400000e-10  8.95052908e-03  5.98400000e-10  1.28842950e-05  5.98400000e-10  7.20268560e-09  5.98400000e-10  1.00000000e+00 
 6.38400000e-10  1.00000000e+00  6.38400000e-10  3.95709686e-08  6.38400000e-10  8.96828871e-03  6.38400000e-10  1.15635775e-05  6.38400000e-10  7.69187978e-09  6.38400000e-10  1.00000000e+00 
 6.78400000e-10  1.00000000e+00  6.78400000e-10  4.05284672e-08  6.78400000e-10  9.18409722e-03  6.78400000e-10  1.04033072e-05  6.78400000e-10  8.13214918e-09  6.78400000e-10  1.00000000e+00 
 7.18400000e-10  1.00000000e+00  7.18400000e-10  4.33780616e-08  7.18400000e-10  9.82578907e-03  7.18400000e-10  9.47376392e-06  7.18400000e-10  8.53131185e-09  7.18400000e-10  1.00000000e+00 
 7.58400000e-10  1.00000000e+00  7.58400000e-10  4.85742590e-08  7.58400000e-10  1.09949206e-02  7.58400000e-10  8.82694907e-06  7.58400000e-10  8.89951406e-09  7.58400000e-10  1.00000000e+00 
 7.98400000e-10  1.00000000e+00  7.98400000e-10  5.59768345e-08  7.98400000e-10  1.26587011e-02  7.98400000e-10  8.47963811e-06  7.98400000e-10  9.24812520e-09  7.98400000e-10  1.00000000e+00 
 8.38400000e-10  1.00000000e+00  8.38400000e-10  6.45196639e-08  8.38400000e-10  1.45765972e-02  8.38400000e-10  8.40923916e-06  8.38400000e-10  9.58831960e-09  8.38400000e-10  1.00000000e+00 
 8.78400000e-10  1.00000000e+00  8.78400000e-10  7.24819919e-08  8.78400000e-10  1.63624347e-02  8.78400000e-10  8.60274034e-06  8.78400000e-10  9.93085932e-09  8.78400000e-10  1.00000000e+00 
 9.18400000e-10  1.00000000e+00  9.18400000e-10  7.86547783e-08  9.18400000e-10  1.77459702e-02  9.18400000e-10  9.07694713e-06  9.18400000e-10  1.02868168e-08  9.18400000e-10  1.00000000e+00 
 9.58400000e-10  1.00000000e+00  9.58400000e-10  8.25302117e-08  9.58400000e-10  1.86143285e-02  9.58400000e-10  9.83038494e-06  9.58400000e-10  1.06673285e-08  9.58400000e-10  1.00000000e+00 
 9.98400000e-10  1.00000000e+00  9.98400000e-10  8.42898931e-08  9.98400000e-10  1.90087328e-02  9.98400000e-10  1.08246959e-05  9.98400000e-10  1.10825287e-08  9.98400000e-10  1.00000000e+00 
 1.03840000e-09  1.00000000e+00  1.03840000e-09  8.48978987e-08  1.03840000e-09  1.91452410e-02  1.03840000e-09  1.20073668e-05  1.03840000e-09  1.15408175e-08  1.03840000e-09  1.00000000e+00 
 1.07840000e-09  1.00000000e+00  1.07840000e-09  8.51024798e-08  1.07840000e-09  1.91914211e-02  1.07840000e-09  1.33178742e-05  1.07840000e-09  1.20484024e-08  1.07840000e-09  1.00000000e+00 
 1.11840000e-09  1.00000000e+00  1.11840000e-09  8.51770553e-08  1.11840000e-09  1.92084964e-02  1.11840000e-09  1.46971104e-05  1.11840000e-09  1.26091841e-08  1.11840000e-09  1.00000000e+00 
 1.15840000e-09  1.00000000e+00  1.15840000e-09  8.51849846e-08  1.15840000e-09  1.92106519e-02  1.15840000e-09  1.60961412e-05  1.15840000e-09  1.32249891e-08  1.15840000e-09  1.00000000e+00 
 1.19840000e-09  1.00000000e+00  1.19840000e-09  8.52601423e-08  1.19840000e-09  1.92278565e-02  1.19840000e-09  1.75005926e-05  1.19840000e-09  1.38965693e-08  1.19840000e-09  1.00000000e+00 
 1.23840000e-09  1.00000000e+00  1.23840000e-09  8.61827714e-08  1.23840000e-09  1.94347687e-02  1.23840000e-09  1.89698889e-05  1.23840000e-09  1.46259031e-08  1.23840000e-09  1.00000000e+00 
 1.27840000e-09  1.00000000e+00  1.27840000e-09  8.89190908e-08  1.27840000e-09  2.00476039e-02  1.27840000e-09  2.08033545e-05  1.27840000e-09  1.54233592e-08  1.27840000e-09  1.00000000e+00 
 1.31840000e-09  1.00000000e+00  1.31840000e-09  9.38544113e-08  1.31840000e-09  2.11523154e-02  1.31840000e-09  2.41099884e-05  1.31840000e-09  1.63316754e-08  1.31840000e-09  1.00000000e+00 
 1.35840000e-09  1.00000000e+00  1.35840000e-09  1.00727249e-07  1.35840000e-09  2.26899137e-02  1.35840000e-09  2.97936024e-05  1.35840000e-09  1.74284787e-08  1.35840000e-09  1.00000000e+00 
 1.39840000e-09  1.00000000e+00  1.39840000e-09  1.08464096e-07  1.39840000e-09  2.44199263e-02  1.39840000e-09  3.63565048e-05  1.39840000e-09  1.87630863e-08  1.39840000e-09  1.00000000e+00 
 1.43840000e-09  1.00000000e+00  1.43840000e-09  1.15562671e-07  1.43840000e-09  2.60065537e-02  1.43840000e-09  4.09042545e-05  1.43840000e-09  2.02981943e-08  1.43840000e-09  1.00000000e+00 
 1.47840000e-09  1.00000000e+00  1.47840000e-09  1.20952268e-07  1.47840000e-09  2.72109147e-02  1.47840000e-09  4.23318021e-05  1.47840000e-09  2.19381600e-08  1.47840000e-09  1.00000000e+00 
 1.51840000e-09  1.00000000e+00  1.51840000e-09  1.24181616e-07  1.51840000e-09  2.79326112e-02  1.51840000e-09  4.17987036e-05  1.51840000e-09  2.35988181e-08  1.51840000e-09  1.00000000e+00 
 1.55840000e-09  1.00000000e+00  1.55840000e-09  1.25539108e-07  1.55840000e-09  2.82362798e-02  1.55840000e-09  4.05673271e-05  1.55840000e-09  2.52334933e-08  1.55840000e-09  1.00000000e+00 
 1.59840000e-09  1.00000000e+00  1.59840000e-09  1.26002367e-07  1.59840000e-09  2.83402720e-02  1.59840000e-09  3.91699415e-05  1.59840000e-09  2.68222015e-08  1.59840000e-09  1.00000000e+00 
 1.63840000e-09  1.00000000e+00  1.63840000e-09  1.26159309e-07  1.63840000e-09  2.83758718e-02  1.63840000e-09  3.77200724e-05  1.63840000e-09  2.83568833e-08  1.63840000e-09  1.00000000e+00 
 1.67840000e-09  1.00000000e+00  1.67840000e-09  1.26210522e-07  1.67840000e-09  2.83878667e-02  1.67840000e-09  3.62509171e-05  1.67840000e-09  2.98343395e-08  1.67840000e-09  1.00000000e+00 
 1.71840000e-09  1.00000000e+00  1.71840000e-09  1.26216781e-07  1.71840000e-09  2.83898256e-02  1.71840000e-09  3.48224736e-05  1.71840000e-09  3.12545907e-08  1.71840000e-09  1.00000000e+00 
 1.75840000e-09  1.00000000e+00  1.75840000e-09  1.26380211e-07  1.75840000e-09  2.84268715e-02  1.75840000e-09  3.34923100e-05  1.75840000e-09  3.26202662e-08  1.75840000e-09  1.00000000e+00 
 1.79840000e-09  1.00000000e+00  1.79840000e-09  1.27665153e-07  1.79840000e-09  2.87142810e-02  1.79840000e-09  3.23370946e-05  1.79840000e-09  3.39369089e-08  1.79840000e-09  1.00000000e+00 
